,R_113,N_16,R_88,R_110,N_37,N_41,N_45,N_71,N_67,N_25,R_89,N_35,R_11,N_57,R_94,R_81,R_48,N_42,R_96,R_27,N_72,N_65,R_20,R_83,N_51,N_80,R_86,N_36,N_70,R_101,N_7,R_91,R_68,N_8,N_64,N_61,R_106,R_44,N_79,R_55,N_19,R_97,R_84,R_87,N_13,R_26,N_24,N_56,R_34,R_15,N_29,N_31,R_115,R_85,N_2,R_114,N_53,R_21,N_69,R_104,R_12,R_60,R_99,R_18,N_30,N_77,R_28,R_32,R_90,N_6,R_109,N_52,N_54,R_40,R_75,N_43,N_63,N_5,N_3,N_50,N_59,R_93,N_38,R_14,N_4,R_10,N_23,R_103,R_98,R_112,R_0,N_39,R_100,N_49,R_105,R_107,R_9,R_102,N_1,R_108,N_74,R_95,R_33,N_78,N_46,N_58,N_62,N_22,N_82,N_76,N_17,R_111,R_92,N_73,R_66,N_47
29_SCORE: IGLC2,0.6459930125016548,0.23084015429220556,0.7595361255306261,0.8304370232797336,0.22673771755078842,0.16587063984162403,0.3880248993565619,0.6225889020520481,0.525467292528154,0.8124251136464173,0.09767211400638376,0.5425377499496981,0.22269635239695978,0.45586741001617664,0.6403285965168259,0.6130811234177957,0.584388414895124,0.19185453536682284,0.1747285456592657,0.4573050698675946,0.5294625152550102,0.3194477352981738,0.7997588431162848,0.6662033622421369,0.23582684672757637,0.8063076366212563,0.6012507932668154,0.25596472713227125,0.389978232422362,0.6275875821450285,0.6284522966011713,0.3749224857897432,0.8506302210738155,0.5529325175301689,0.583079264480108,0.25405906072943923,0.5830878716141374,0.6132040317718697,0.6495396872007336,0.14768675656019747,0.10121380735008584,0.3812452270341259,0.20650197573757662,0.21828786330568495,0.33517545757547584,0.7162602498674506,0.09933669105454684,0.43460112551923913,0.7235513308849248,0.7182757404126957,0.6269749115075322,0.24992896038384765,0.9413141368262663,0.38651304508858997,0.34605449870236926,0.8287375091519293,0.4260147134045913,0.5811540373461221,0.22387206231314438,0.7849515212289655,0.0,0.21059420550187274,0.6723951379026217,0.3758539162249169,0.5398215594972278,0.7785873161008385,0.30363798371782946,0.5311637243008419,0.16755085132235126,0.6632348184655297,0.6655094724528139,0.38454738676560063,0.9421132741444,0.7270181939976117,0.6535579397985789,0.338434462264562,0.504560490901811,0.4217409127469474,0.9728966318597918,0.638509109758455,0.8598276361617472,0.6695621769497153,0.7678320182610322,0.07199901888483906,0.6868398758939182,0.2688556364506597,0.44637202903537015,0.2660713810179316,0.06664009830254636,0.46684876539917464,0.06421315978391773,0.6575684753756619,0.5659436669206259,0.9109640017864662,0.8121206921880424,0.24102533791959863,0.2991584554155323,0.9695846277645583,0.16564952905405816,0.2993170110624219,0.6766181275762799,0.07886235250480711,0.9999999999999999,0.3292015180075297,0.6429798108564416,0.6965182886279251,0.2953423734770928,0.9736734428773819,0.4539730003050031,0.8662910469756298,0.15777327932331975,0.7197601353896487,0.9051392349081171,0.3938077375544332,0.8355001655691973,0.8654317175192394
30_SCORE: IGKV2-24,0.2748597586550938,0.17442992774666358,0.3574403338985801,0.6720208174583611,0.4039293472394804,0.26775219766269964,0.34757507402272286,0.22924790770407835,0.3827829304853092,0.44746945686656675,0.4111216481813821,0.384208473827712,0.4022048554188933,0.23444532979503702,0.3559065717512267,0.21764396158846716,0.430394178825434,0.38362993948987906,0.38022158228426023,0.31287364577039867,0.3135893037754909,0.3887056533461414,0.27963194449699025,0.3438445258234631,0.3755494209573807,0.27230355986461374,0.2306124680582008,0.33875235846700147,0.3271858581937928,0.3381194206541075,0.3230184564014899,0.3001535188129956,0.05646876046820126,0.45712867749779695,0.3997999582773668,0.42442500686339313,0.42256131226752713,0.45825126964191243,0.3796046933913022,0.3342282039691312,0.2888145262314562,0.33413221065312915,0.3691086977297581,0.45797152076433034,0.4045639333935374,0.2607034178108456,0.3397400599006256,0.39994988351138294,0.48160911862583833,0.3675648313880594,0.4256139956720763,0.4548175221606429,0.468914110223295,0.5306552357786927,0.36829440182674156,0.36262656828889855,0.4110621147215529,0.41091428291608545,0.2923874633943555,0.6651021710262078,0.417600708746223,0.3715356034993362,0.29573724347224056,0.5360560874719466,0.3701551055453267,0.5426548638005704,0.1562005262737463,0.34717928011759724,0.3460086486074858,0.41277204561425657,0.2709278884194182,0.34910862865910686,0.351766466061719,0.14576517253172594,0.34739215789330424,0.3593001034959223,0.47780903734025126,0.3895787234075681,0.19231841480633372,0.18753538846739823,0.3599646918441572,0.3035153696221599,0.513489424641502,0.40510071441409573,0.29980356075001124,0.5949868081370588,0.9999999999999998,0.3583444546887204,0.34859525843410655,0.28267945599082694,0.3230051670109104,0.14566869419136552,0.5062893699246958,0.5270380572783677,0.6576092208569797,0.3952257863287943,0.0,0.35328350224432714,0.3870604253181692,0.5615947955145806,0.31295568668896,0.39867402366327903,0.3512659044804175,0.18660996286439013,0.14264984555368665,0.2760790376926283,0.3864395722381825,0.5283715374492162,0.40298901240412954,0.7145512534849787,0.3502978173784289,0.22331052045684044,0.35748240413779386,0.5250829426343621,0.681040560916695,0.5581482373668754
31_SCORE: IGHV3-7,0.2123033158849765,0.18188394500085828,0.5107012065061691,0.579114075284171,0.3654464933502649,0.5060559775836522,0.43317238547128767,0.39052145648295605,0.4323449580382356,0.21467210923538657,0.14327932668302534,0.4772921042895168,0.30294268531094004,0.593306391612753,0.5622469559093773,0.3526607809397341,0.5275789906938052,0.360290641258094,0.27240968052501446,0.21065542959483716,0.508453812637513,0.392925468411804,0.20924558935522541,0.46070760452348614,0.3898013601925854,1.0,0.34806182524004514,0.33184170211802644,0.2559535779745105,0.41448434587407695,0.2994561270662023,0.25552756188976755,0.8127627161063073,0.4500046301685968,0.43904387229370395,0.2968814918653014,0.4245938614716098,0.5169019822571254,0.49887995427881193,0.35915630525519526,0.25513668758358293,0.2848142474645209,0.32389117140828066,0.21896831614530926,0.14820889842486293,0.2129169874078338,0.05447877742957696,0.3573807647779505,0.4340875413676637,0.2958114538700863,0.3351783639346129,0.2230257851070129,0.5908881711580866,0.278487783987864,0.37972732637234696,0.5081353911753297,0.36363241963710224,0.2714608016977126,0.4413751787039189,0.5562506760945891,0.09453366950427428,0.32143750325250964,0.6235739871874,0.2650697660016821,0.29756361813791155,0.5294285778220426,0.0,0.21029210979885013,0.34724595330322,0.38348032669328136,0.21247376083411632,0.3680656603127369,0.5363513032520086,0.7220136226319593,0.5744765793386115,0.3056828989000942,0.5128668907373561,0.35721354301750635,0.45491318309400003,0.48297161030548846,0.5614034355454057,0.6184685305657897,0.5042231649648843,0.13197994774779143,0.517482726526945,0.21884560037737757,0.21166918172641813,0.2965262511269078,0.2932748805562474,0.16871996906675443,0.36632184575777405,0.5010314886421895,0.3574735211859976,0.6378953481305285,0.5787184052074604,0.2957326728605022,0.13276877291811756,0.5784285902972137,0.3592171436865523,0.23068724051786996,0.6429752896001372,0.15258020850376974,0.5936081256542147,0.16291971156470555,0.5083659384303583,0.5324077161768543,0.22040440600336483,0.41135404226216404,0.37912920074662165,0.6850656237582171,0.17856828888481485,0.37854156413576345,0.5581358283843412,0.5117768129874933,0.5859839374754054,0.662260714052396
32_SCORE: IGHG1,0.540330971901026,0.0,0.7888681449636438,0.8976331796697592,0.249861457538126,0.6957706653807811,0.37189948212536317,0.5275876529199246,0.6112232898795119,0.7823434588208149,0.18575876123626867,0.7055512975006449,0.17084816633448852,0.8870040472898004,0.7438885182887232,0.6982577265956471,0.6619107350354666,0.17435098263287435,0.3034854645850896,0.35503795903801466,0.7338249304963249,0.30759710534769735,0.8614724119562264,0.5965699721460159,0.2382281767882543,0.9908623559587753,0.6994522335970594,0.4709914536951946,0.5324875820655646,0.5519217033709519,0.6809545602957391,0.5202097168321947,0.9569380649197601,0.5486606565899821,0.7201270044458186,0.5089136121840127,0.6358607313931455,0.8218751494453783,0.6095578381141525,0.22027127885018055,0.3598879490323703,0.4089559031501141,0.3012522280816661,0.4100366527593563,0.41774609014990194,0.6093339401633893,0.3015193132954282,0.39224741429852017,0.8330236258081427,0.48700019402384387,0.7170460509660932,0.39048981712235914,0.9645721522196424,0.2598432878559956,0.7060700105667698,0.8454564190395842,0.6652458282143067,0.597125850007862,0.3883757998474789,0.8521069983981073,0.09762155043328447,0.30688669914920735,0.8494814856405901,0.23818476241362124,0.6923366872738357,0.6365582035824716,0.6800836412036906,0.4174708718494271,0.24762156797538182,0.6451967398291809,0.5594962858807534,0.5300270748729933,0.873743990533249,0.874957313837434,0.7442757900441319,0.4081940441690123,0.4502039121126578,0.46475961538960875,0.5684376146673898,0.5973786738173349,0.7752688013436678,0.848160211591055,0.7824684144562882,0.29374335420000314,0.5971917185878726,0.7330141322917901,0.8909462606361257,0.3177143370120087,0.36064085057518475,0.7395279399049002,0.3909372709567863,0.794419789622802,0.5633892835842791,0.7663230605415849,0.8924041570105412,0.18523813479038514,0.3418343135389827,0.972553823559188,0.565439003400987,0.7299384509894069,0.6255913239844412,0.2870809359488438,1.0,0.5209726250180464,0.5004732069822082,0.5876786802197935,0.9437982735198673,0.9173189346078843,0.3794635132449119,0.9622641301003467,0.005434433496550262,0.6957492801792204,0.8988117738011494,0.8209823532537337,0.9006937143131779,0.8496555276874798
33_SCORE: HP,0.40576708475586304,0.442320371401082,0.4389857925224095,0.4685231352724956,0.4389620046911076,0.43871432260122567,0.44180990595608066,0.45719999842435916,0.43711701934156555,0.4309024127024261,0.43150242426717167,0.4568552990875296,0.4422099698592416,0.06197350660877449,0.45994937488991144,0.4683417125646766,0.4785762566668516,0.4403948038355075,0.4297939267445625,0.40139191109847233,0.4469236954969253,0.44536408019514756,0.4405181424132129,0.44020683482556594,0.4453438617911342,0.44063073217125454,0.4675839132891524,0.4543977308123364,0.00176373331347901,0.4330317232337292,0.4393419586679466,0.4595703904455272,1.0,0.4357101132919899,0.44574781042105033,0.45161413079197704,0.46257191624308536,0.4851730837014139,0.4200898272354092,0.44270145567679153,0.5105105382718117,0.41792840015272,0.4245557623479511,0.45209133174887167,0.4306441582558873,0.4073963958904737,0.44110063860314785,0.43577901469464564,0.4878558824733084,0.4178120318515357,0.6437560085011004,0.4440545104301482,0.45361838598671017,0.4451692389187184,0.4465660422610355,0.44313485475321973,0.4472966451437987,0.4387743676332594,0.5165212647590665,0.4653289368731062,0.4299483032758773,0.4232932260967451,0.4992390140193402,0.44336967332611066,0.44494756603783625,0.4547200958095605,0.07536356411484768,0.44267016670118453,0.436572977761543,0.4476528195008711,0.40621961977358506,0.4253940650759537,0.44206339978369524,0.5122194117684057,0.4604357531235332,0.03867593768915695,0.4641490890262033,0.3450547028916393,0.42835938534701545,0.4779678675348945,0.23678537483919362,0.49856580086348257,0.4504430364631421,0.44841379611774945,0.25041681976598584,0.4462921314192975,0.4869749404221407,0.4183683392284046,0.4581071014002456,0.2356899604321452,0.4624969884309753,0.763995446184768,0.4676907411558987,0.48786684077131204,0.46945478385937384,0.4390210277936851,0.9346488616999964,0.44537595975873756,0.3963678885802531,0.4482433540240489,0.5425477099538374,0.44789580338337426,0.44585991742597963,0.0,0.9401761273170961,0.4404526415759605,0.43380746878057225,0.4355468263019311,0.44905659492419925,0.43936013575861016,0.42857035268746135,0.44149850231764426,0.44541448426765895,0.559787136337094,0.46760734899904016,0.4477395837488583
"1_SCORE: HLA-DRB1, HLA-DRA, CD74",0.6378501107714234,0.32542151759131266,0.3512554182184591,0.7866977441220233,0.25233596494559396,0.03214996268526771,0.5458165798667616,0.8806279423694533,0.3312419629181744,0.44597151164942705,0.4764977289298374,0.6005508874693702,0.34411585248826515,0.4755411960186082,0.5065714554193014,0.733241652801422,0.37195511624285804,0.18669886865799185,0.37993025544479375,0.6035885516424229,0.8293912119284763,0.31050476163098684,0.4465997697047218,0.9106645521378194,0.5763876778565491,0.4622786466093647,0.7203687087571419,0.7651645688051489,0.4398456679362485,0.8539001852612869,0.2526036560380044,0.6399554611008786,0.5952187752610179,0.6083819110444988,0.43250321425981636,0.3381239656686077,0.3868440252913786,1.0,0.4806733601350956,0.2411481842534806,0.6421814105242405,0.4385786361237117,0.3247566035184789,0.5706494195997219,0.14478081624225186,0.6506090877056773,0.537248643587557,0.0,0.9522224209923744,0.638192104144692,0.5887718915247296,0.6051620804638148,0.5096311847132692,0.8285961524931925,0.2984064764780967,0.38236653224929384,0.3330381945678849,0.4089829905625302,0.8138922669022133,0.7613247126654996,0.4890738856386489,0.3305738880010907,0.7960978008323436,0.853194442086245,0.27686890938994585,0.4061614967170424,0.5354896201496657,0.47078182129785673,0.2693858680778839,0.31071314021606855,0.6413938684555178,0.37019358545741493,0.5457854426644257,0.6079316726572155,0.5118383667089967,0.5888249666616844,0.6379488773514612,0.2270598420222782,0.5680375773526009,0.5633103405035713,0.7367441867087261,0.805856817113906,0.584684618634622,0.5213010344307979,0.5266622777742764,0.35867937298406183,0.5021444869519816,0.39196592459513196,0.8394803999815988,0.6974641957059166,0.9835769108796446,0.4232736725945142,0.9073340560968153,0.6157795410646029,0.8021150979049465,0.3643873556003001,0.6393399411973617,0.3642312082248629,0.29105840283550044,0.39182532629937095,0.5142715417558097,0.4958968866202354,0.36031495749679154,0.7156330505883388,0.550872887261439,0.7094602864439021,0.4906191212440539,0.6155404838756364,0.4943614207441176,0.682977587166435,0.4520303908300899,0.63672483015184,0.35833804731548635,0.24217748975287212,0.7788568912198748,0.467613456403681
"6_SCORE: HLA-A, HLA-B",0.4971585288213528,0.3619050463128398,0.5655596228285277,0.4494977992505507,0.057618224740538126,0.5847250944357685,0.4459530293832402,0.3332951075249338,0.2710749531927102,0.5566157560083048,0.19986038025157155,0.4113146212592835,1.0,0.5065189187460413,0.3770338630620459,0.546898832916253,0.13138295920013404,0.3967337354207826,0.33526290193977226,0.4326895378313438,0.3185136325394773,0.37196272180570816,0.44101300686625716,0.41978315484238204,0.18936756346329767,0.3193515602876816,0.5369758873211639,0.49177660977689114,0.45415249244140776,0.4221689572426107,0.0014754794058718934,0.5532362359460559,0.5170608566877055,0.49127926127274274,0.26746631882834376,0.3774566983689162,0.1297357683811889,0.5642256484366734,0.45512318991996126,0.41626233908175675,0.21654360346308102,0.3457185959482342,0.2667509312001113,0.5388961480418583,0.17961421146421594,0.5211667289712367,0.2885583862358854,0.0759547012303678,0.5574569219678851,0.4066164918147639,0.45661968398543795,0.14239303785709456,0.609457484007143,0.2079236921143225,0.0,0.6058910983581329,0.2678457221045197,0.1272864888391647,0.277327860276827,0.426307900430313,0.1456136892546568,0.2563482660057531,0.5540178578210522,0.2120467799763945,0.32207731439031356,0.5170309211805657,0.44322983858577936,0.4017878139220661,0.36576675620843324,0.13782441418929275,0.5038267157928342,0.3409537180152358,0.437075700945172,0.544597849379729,0.38126690618844683,0.3898716141155684,0.25016790494131713,0.399097044508473,0.5080738129491404,0.5917831410049225,0.21135037629645886,0.554506415547371,0.3874958339764183,0.5612970315404597,0.5353443605720676,0.2581722516606084,0.25976200801334104,0.29600162992608414,0.6723184487154387,0.48762731176387053,0.7225976326662177,0.49701035827009166,0.4008860551925647,0.3605052302108925,0.4569878926916494,0.9556784361636845,0.4147983467248247,0.6841170096011904,0.4160667174850115,0.28372238924481735,0.2464544517579966,0.548145343943677,0.7010095824301585,0.6150553830750148,0.4398447807632526,0.6965084012391767,0.5539846037369365,0.7716011515011129,0.525959098947801,0.8798413126211204,0.04196663050750521,0.5287895831238854,0.7374978452258856,0.1972805031164289,0.4443838088977121,0.5077839811005642
34_SCORE: IGHV3-30,0.42275379918240286,0.2499188713069896,0.39175190383592734,0.7218044715538063,0.45106247262179244,0.5136624170460471,0.459553864387206,0.4847388964210212,0.5379759753622374,0.4941326406939234,0.25938069586797324,0.5723189622092225,0.396980376323375,0.3230708201546479,0.5582653518917094,0.6268566089024945,0.6123207227276182,0.4579305411671144,0.34782003047279936,0.2970414540302352,0.5315521742142204,0.4607027775578317,0.5500672418988058,0.6355945909555791,0.47108362888333555,0.3352357015566402,0.6214337164571417,0.42806799351910446,0.4024475987721577,0.5730115351627854,0.6372089031162465,0.48361478340916186,0.538820436323785,0.5446304275491873,0.7606123796506251,0.3761259663392139,0.5906712519945522,0.6270099908344478,0.5221852193871317,0.39921896265283185,0.26650176665170755,0.3996401682286022,0.3663093834862518,0.38310738862708676,0.3339087288327092,0.46956897493398625,0.14276157891377877,0.5068747135992991,0.5961152459259285,0.5832663244161164,0.4849442335825511,0.2750732003739115,0.5194375555219846,0.335725442529786,0.4801591008294176,0.3764701538662286,0.5347328661979062,0.5584797140426306,0.4451047166448088,0.6984745442664257,0.24373725963574067,0.3640196094910248,0.6336834652405273,0.3208258381091093,0.5151682997026917,0.719813943904947,0.0,0.3388553284875961,0.3881041694361983,0.6884675155764377,0.4357565375411902,0.46684226576556287,0.827117631224787,0.6398419169178204,0.5614419750477313,0.30354402417229887,0.5676596553366675,0.45434268353371104,0.5751852174621768,0.5692129404107519,0.4771963683217178,0.6333640643431885,0.4826916862525849,0.3014197943196013,0.6510748032380713,0.46906745433546715,1.0000000000000002,0.34895842077607664,0.41390252499113284,0.2316964581290688,0.46484350602550606,0.6770778830047478,0.47132938715688855,0.7453565128181017,0.7171623614954652,0.3891725715682582,0.25525765531797195,0.3990286183872931,0.456700098560164,0.48303061141976045,0.6721303689721727,0.31028818358108823,0.4039000286243403,0.6390844557683856,0.6098121370494182,0.447549745998684,0.9135932770519173,0.6727009087469059,0.5491824892925289,0.7861073168504678,0.29356068323623086,0.5249639274696212,0.40305556647179086,0.4726765411888057,0.7277583314142619,0.6799717585164549
35_SCORE: FGG,0.37836372920702077,0.41087335547210285,0.41571975829677515,0.410705224036541,0.41776625847537463,0.42084908140855815,0.42047469268294696,0.40784557532877286,0.421244024930889,0.41505000995669994,0.41241347893111396,0.41769528269053485,0.41711765509016385,0.0,0.4336849666875722,0.4158817799654067,0.4161340507571403,0.41711765509016385,0.4133564726432918,0.397784452086626,0.3100213051635899,0.4321776884159244,0.41711765509016385,0.41270389111721956,0.41818125254473737,0.4236160813381872,0.41574839297108224,0.4246849507537231,0.021537877341088918,0.4099459663384729,0.41316134142136846,0.41581400835192944,1.0,0.41711765509016385,0.4183448125705885,0.41597647995372694,0.4165295580802906,0.41159598691291643,0.41608823643594123,0.41711765509016385,0.414750138725246,0.3985579742070182,0.41282710255310545,0.4147149186731103,0.4038337790745175,0.3711314676997599,0.4069878900874911,0.4057015501110096,0.4162745470834727,0.4793064375635624,0.5215681572809407,0.4152110923434449,0.4147358813460414,0.41745805384338347,0.41711765509016385,0.41622479902432274,0.4170214897582716,0.41711765509016385,0.39755799243514184,0.4105299121275213,0.4119042773013684,0.41252857562346035,0.4186343416008134,0.41752937509739285,0.41299071976206225,0.4106975331100902,0.08011840669328674,0.41711765509016385,0.41566857535586765,0.4156409910484933,0.3763549958719107,0.42087036419869656,0.40950933443866405,0.42512951406953153,0.43445721520252245,0.10113062648687693,0.4192302349576956,0.389385802705096,0.4264148830603717,0.41718693252075234,0.14670212224817786,0.41829747707323606,0.41711765509016385,0.4157278069346021,0.23798362409323148,0.4120006369634409,0.4169178769656518,0.40921310619171747,0.42155831576395897,0.21077466425262123,0.4241988263376606,0.7262217483549815,0.4168433477233748,0.4286538359416054,0.4105628371580404,0.4156072338160591,0.9072872193577712,0.41695908826411365,0.3995090805090184,0.41234408901850617,0.6023955014422201,0.41585383780651997,0.41711765509016385,0.02264120009806364,0.9203804210642614,0.41711765509016385,0.39861286395981804,0.4009505736978488,0.42270765505959523,0.41711765509016385,0.40746436274894937,0.38869866998580777,0.41711765509016385,0.37299355707870435,0.4104414069211646,0.6161963788922356
"7_SCORE: CTSB, PSAP",0.2933159776509857,0.6603159301484441,0.5714593638168138,0.5822606691810693,0.16060208626744,0.25419140628230164,0.5998780501269068,0.9269268153579888,0.4802818551022242,0.20698789397375994,0.5084381957439031,0.6740372876797502,0.7223837222082726,0.4338138328565794,0.30419916140749387,0.5110108659590101,0.4388065971175478,0.5814072077788446,0.43849362064697267,0.27430617712578365,0.7499070960470136,0.4337379798393894,0.3001378701997631,0.8679562497569737,0.22922366709650682,0.29631656578157917,0.5009133125010272,0.6030104796116452,0.45578879822193813,0.758217388808045,0.0,0.5828183810960743,0.5140368231154891,0.8304307715403146,0.34080336651246523,0.4105839658264977,0.42710138665463493,0.5722431702035593,0.5273530772495167,0.47791345798696494,0.7711259794979719,0.33737936548762515,0.36413492434464784,0.6576778370224823,0.6722258403562792,0.3003952120055169,0.39432446828287643,0.09433467529425194,0.4575965514572924,0.7731443557667073,0.3182872612539831,0.5581620616804503,0.6380687987863137,0.6199443595521322,0.23839051302027658,0.6358885271902404,0.13688957477546104,0.40969640103174926,0.976304816037269,0.5823121629607314,0.49141052163179477,0.35621847162337433,0.5249415398788944,0.6297018688053322,0.5359621287997223,0.5200092760063132,0.504302205637102,0.40580738935871685,0.4394862004542895,0.12592938087584782,0.29528220827203383,0.3121478170141072,0.448486445944567,0.4812903940310503,0.30729734719122254,0.6588723852458283,0.6923887365322073,0.4345727143881427,0.5827281014229762,0.31853511616117225,0.37316411271639993,0.5272054555324147,0.523897628686188,0.674153222661291,0.5878805725349682,0.2172037437661603,0.4777798106972981,0.3377990852276884,0.8984299503954846,0.4861487785573192,1.0,0.302436581583219,0.5356101226815219,0.5526466932101382,0.586491326953407,0.6873773212297398,0.3054065612252912,0.6604431184342525,0.4774966042999934,0.24320347112967955,0.5254143176612894,0.6563582797044692,0.6657455842577082,0.506943859807858,0.7085838924111866,0.45462961249136086,0.3777693196035331,0.37458545650864933,0.37881060791696813,0.5138804664017822,0.6617566086717014,0.3592459014073647,0.6726576026380906,0.5976031141790946,0.5881659699962102,0.4212910778692308
36_SCORE: MT-TY,0.6024057499482948,0.49077461210601947,0.47224792157941076,0.617430453434984,1.0,0.6683318080013746,0.41936692721890734,0.45716348662259476,0.7087512900765743,0.7922801171656664,0.7764511389309473,0.38975502152605923,0.1785400652598329,0.5174644070302796,0.8691638954672025,0.5166747869449613,0.7026940757612481,0.6328920808107292,0.5769591756935458,0.6752638673873232,0.4177733189334679,0.7960907857340964,0.5857479166749084,0.4078218113064985,0.8369429488217783,0.8209601182696282,0.5284807281988854,0.6459432042371291,0.6087807447271192,0.45725966696794695,0.9070282709486576,0.569968183659344,0.6554553578192833,0.42357731625654593,0.724811928844442,0.5213326430659025,0.6860789226147039,0.48247282482305526,0.9094409897209459,0.6765121028487258,0.43626824111300905,0.5623281231556433,0.5635908017681629,0.6352202824444557,0.5719263155624165,0.5752734458877109,0.8499634524318779,0.7771289623477577,0.4675672166376682,0.5677463252934126,0.4657644141985011,0.5803342349691987,0.5030506474051448,0.6512424559103046,0.6845583652454489,0.5003560732860538,0.6488005736500944,0.6613731300487434,0.446357510426031,0.6359525538613392,0.8133381108863078,0.5557339933473479,0.5793245466323289,0.6484708656574489,0.4561156229221697,0.5024813690972256,0.6771067127201855,0.4927676412668992,0.6383743647478923,0.9028752012881067,0.594869854907702,0.622992707452676,0.5237334593200542,0.6687017753936579,0.8694834620985264,0.6144079773604973,0.6237441959046901,0.695073830762978,0.3537658782969253,0.537075465554721,0.5150753471456339,0.5746891011398709,0.5559267237617463,0.6377541798199038,0.2690410188188548,0.8601906335336332,0.5902204766948456,0.5826123386467187,0.1987950416721817,0.595663469299933,0.0,0.6350777762892228,0.5495689811676261,0.515782647681826,0.6095889593259646,0.21734699228326904,0.5041262746489812,0.44716357543638297,0.5944422608021659,0.8297920567745183,0.6072240871055112,0.6412687326964187,0.435676868159962,0.6049149347172643,0.5074852305075457,0.45991123477069307,0.7836863261734864,0.4529757520939004,0.6583185378116448,0.5743661620460168,0.6234376228744637,0.6056685152285398,0.4042963466204005,0.730339498788281,0.6245294287502364,0.6927721285565704
37_SCORE: IGKJ1,0.5603083467253324,0.2839433379417535,0.776607072717993,0.8773307755331672,0.5804186208043892,0.904744120970937,0.5756989992330706,0.7658895528506814,0.6811667397668939,0.7509845895710365,0.557563428450579,0.6373344675575374,0.5781908626626356,0.7948340856252372,0.6576611539315493,0.9710224787763582,0.8049198336616371,0.5450408558464452,0.4828370594346746,0.5404648907980248,0.5535322893693901,0.5607521268184072,0.8374853006828411,0.6315203838713627,0.5437564510668768,0.8354383882842287,0.9602985686697467,0.6105375575678481,0.7718351029247318,0.6146883702766824,1.0,0.7478944593343485,0.23708635798079747,0.837489975272619,0.8268723053659802,0.4502570200944265,0.7058007569684877,0.8981234469053087,0.6991089796350278,0.6548788085228432,0.5051544374624424,0.5158122490536636,0.5001483008288448,0.542282885280364,0.5509964114413496,0.567698033677964,0.5140235269511596,0.575277812008286,0.9857866893075711,0.771509489995365,0.7993588777154187,0.4906087696037444,0.8916401903217346,0.5679529787405875,0.723345300944935,0.8369706102508065,0.5182052590107589,0.5584162985459769,0.4907757855776788,0.8508993420065472,0.5202339497251347,0.4893825024881058,0.9510398624813746,0.5551880740154952,0.8664638871346652,0.7533126948165253,0.38157039951344307,0.5608027314124491,0.6026205408428363,0.828856427566891,0.562360804383684,0.509599321636803,0.8626554130470903,0.9998724747655968,0.6576138172306294,0.5131862455948215,0.4874096728865916,0.5510490412406569,0.7833122634222396,0.5304622280699723,0.7638078928451928,0.9485072161279917,0.7225776832398162,0.464089034991272,0.7520025856794958,0.6589903434488202,0.9740536689092513,0.5008692549233285,0.47220322673093285,0.6164155494168594,0.4758779676005012,0.6185998422546589,0.7906007632666554,0.8904707415561763,0.8749203996073853,0.5752434922512165,0.0,0.8908012206689104,0.558626764383746,0.6866028478245572,0.9157952115816478,0.4813897749425951,0.9024257258036634,0.6011871203363419,0.2234778982000375,0.7490607962454201,0.4612499127190575,0.8790095937324589,0.5413044667408898,0.8476352935136058,0.5421171627653327,0.7082974875444326,0.8628566754307938,0.7875656813470829,0.8721932523411458,0.7886672783390521
