,R_113,N_16,R_88,R_110,N_37,N_41,N_45,N_71,N_67,N_25,R_89,N_35,R_11,N_57,R_94,R_81,R_48,N_42,R_96,R_27,N_72,N_65,R_20,R_83,N_51,N_80,R_86,N_36,N_70,R_101,N_7,R_91,R_68,N_8,N_64,N_61,R_106,R_44,N_79,R_55,N_19,R_97,R_84,R_87,N_13,R_26,N_24,N_56,R_34,R_15,N_29,N_31,R_115,R_85,N_2,R_114,N_53,R_21,N_69,R_104,R_12,R_60,R_99,R_18,N_30,N_77,R_28,R_32,R_90,N_6,R_109,N_52,N_54,R_40,R_75,N_43,N_63,N_5,N_3,N_50,N_59,R_93,N_38,R_14,N_4,R_10,N_23,R_103,R_98,R_112,R_0,N_39,R_100,N_49,R_105,R_107,R_9,R_102,N_1,R_108,N_74,R_95,R_33,N_78,N_46,N_58,N_62,N_22,N_82,N_76,N_17,R_111,R_92,N_73,R_66,N_47
"9_SCORE: RPS11, RPL13A",0.5186610637130674,0.4663598297967144,0.32527689741622484,0.511996684912529,0.9256900000726035,0.8030927016084566,0.22823439344508872,0.4210182138589259,0.3518175392032783,0.6353287685279152,0.5790884581247616,0.23195840612454743,0.5974332798805799,0.1395999929611182,0.7762553040087481,0.42047287575103914,0.5318200833649401,0.5718718075168236,0.22206342302628296,0.592418750897736,0.39833906789971985,0.6263373037988357,0.8932522810610234,0.4133518536404248,0.6121226056979766,0.5331171467875885,0.42634769326233934,0.33555724356160144,0.601362467028476,0.4464531674355705,1.0,0.4470484944729085,0.5582768041521042,0.4494357460330964,0.5401962186247456,0.4008299919533753,0.4758357690489166,0.6374467606914621,0.7078081249283459,0.24384200600780198,0.30695083869476886,0.2530301715432242,0.13900777111507584,0.4876596770896096,0.5859166796661213,0.4911937606061134,0.22203753863758796,0.7409174180163138,0.4193348240628175,0.6095029895980614,0.7600137622997615,0.5819471024279812,0.44799682492456644,0.3697293665665554,0.9220109583703637,0.44214758572870905,0.8325904843530245,0.39259026151491494,0.334774061661515,0.5212865160139233,0.597384091579191,0.1317136424465864,0.5707789586200468,0.3609978814926512,0.0,0.2132831119498283,0.48555233995908453,0.042272680186993594,0.20843557200393203,0.7628317888950339,0.5110321239518157,0.7154870865039207,0.27750933989128634,0.5092562176151321,0.7828381799030724,0.5251365174400985,0.2619213619230705,0.5122163731489956,0.7249314319531177,0.6629055673574723,0.8694974153161483,0.5739697636654395,0.316800500761965,0.4808510835309804,0.7712463954315316,0.5914116317165898,0.4433466131262796,0.23531109944710688,0.5852318387448293,0.45981509535055326,0.6325036113979098,0.38093267280379517,0.3928912876612196,0.5540759996419231,0.5291183245283069,0.5970415159677962,0.8134469024191844,0.4157645460918192,0.6623807148935235,0.5762848335035561,0.36906686088214796,0.4593591956775001,0.4100672341470476,0.28891444871444916,0.641592954137703,0.41725895984969097,0.3811794439357661,0.5752691126309617,0.36273084263738703,0.5692266567118726,0.5189692791047175,0.4970700257192543,0.43293305563821405,0.6754205140840159,0.5163860486877627,0.5452594629742307
68_SCORE: RPS27,0.21764831584411493,0.3984346487954371,0.3097708377982215,0.5234854357078764,0.49303990200419834,0.4975772761163927,0.08428556179182115,0.2837885199917563,0.3706686236678676,0.40244854871579816,0.04860225784218586,0.4713407388190723,1.0,0.19111432350137367,0.4940999171733684,0.6645523586623707,0.15928181879210215,0.5807235071935438,0.23975518085292244,0.18423177278271388,0.24775978240699803,0.5618686100385264,0.2282752864778031,0.30541793507926673,0.19708084237922835,0.34158715725127226,0.6560201649886144,0.18696458968412877,0.5920113431545548,0.28301613303070855,0.39323767947259775,0.37849076230895795,0.19703781702319845,0.44984934038722013,0.5777599132244597,0.372363925132207,0.3951277903186498,0.7824731167145178,0.4204982627423045,0.22939054542277487,0.1419980821146603,0.28856497854976565,0.3125628779664208,0.11139505333799643,0.13510765601444183,0.2300926094776174,0.23991310418367623,0.7331707319459733,0.6049242168008846,0.15773904448974363,0.08607828925329289,0.33927393918202936,0.38222063887720775,0.3150105524771061,0.9546160675440235,0.25715610473494044,0.29384527454391973,0.7458174047122599,0.3039976912484683,0.48944440841248515,0.020738956904350125,0.31834982052247135,0.5773271262442624,0.3233993309377498,0.03485943054460189,0.06934260895353378,0.20130099201542936,0.2266792897645117,0.25748094648467823,0.21594997206164993,0.22110467142921236,0.27330583942920356,0.3279720381931894,0.38801319586482763,0.49687089611619906,0.3302325171018109,0.3434836611072209,0.0,0.49204385980429255,0.5297733897381489,0.48687247253212695,0.5871456719454327,0.465581553113742,0.01463761224575827,0.553510111751551,0.416292294508246,0.337227413103441,0.2881910737909133,0.49412345661289586,0.35818017308076877,0.7112721616481903,0.05445567754031566,0.4773118799300701,0.4650075028545474,0.5472718540579915,0.9362674832048139,0.29686846062413574,0.297336105875023,0.5506098859966789,0.4382614487448138,0.3100181788327145,0.0341113218786519,0.3060128165037808,0.19934149487978448,0.5305891504377764,0.37996711096940883,0.18141093804429606,0.3564141491205122,0.4696747624834071,0.12348314142393058,0.22572297905505817,0.2814689660812979,0.390705787382559,0.23272335085707208,0.5196277057599682,0.018862737600417234
69_SCORE: S100A7,0.46515891407214716,0.39546518929366087,0.40313829567821424,0.3865091738968496,0.36788415229360066,0.35561407655218696,0.3756060591110769,0.337287296128288,0.39229601675819553,0.3635349463877661,0.3724361801699554,0.3842807761606836,0.37860431372799414,0.9063475365570627,0.3656691684118567,0.41488434444761696,0.33033177722561663,0.3892101312532726,0.4429635805038242,0.44378820163170346,0.3846703580129943,0.363956119483995,0.4476747674791468,0.4201057228664012,0.3775767285176211,0.3874691168866642,0.41337892805252635,0.37292371677840847,1.0,0.424483534584056,0.36537590690341515,0.36572399627978314,0.013435971295910343,0.28446708367522144,0.38787339906497287,0.3685308059836239,0.34850542309941057,0.3502526431873589,0.38761585486651756,0.38890323102452584,0.3521363443930165,0.4854689058859647,0.48506954633191685,0.31935895229873984,0.4209657767373638,0.47311735011615624,0.3743405032780948,0.4446988842182122,0.36439141950282466,0.1041106282436326,0.4229456300395515,0.32532830503785476,0.3726081155421417,0.4185444595972619,0.10116205501107073,0.36585828984003527,0.3765934112590015,0.37552860616399564,0.30237125216862326,0.3866952361191416,0.3733150023088388,0.49176058078401574,0.3675639709782039,0.4232962907611352,0.35791445272160866,0.4759013868769313,0.9446401138058427,0.372906224584189,0.4213821850590605,0.37460741658482477,0.4673693396438571,0.32278387323308544,0.3880913477285145,0.38353930394308006,0.36547641967565336,0.9274872977569508,0.3977948500848728,0.41323216620321496,0.27169526042851844,0.3866749426479257,0.6239492556147447,0.366735429008299,0.39394221834891896,0.3031949893557938,0.28284910900526594,0.3710814509463356,0.3675235131968143,0.48097316732738515,0.12611599171813864,0.7191106239582848,0.045920767025494746,0.13423747794172003,0.3910923921408243,0.38480515468858145,0.38363349913978406,0.3836968548346388,0.046936121237027006,0.36459099295295627,0.11245286272531502,0.3749576785893778,0.38065556993678007,0.310966978248849,0.3643173252561443,0.9907386332640125,0.0,0.39219546201838956,0.4251137027866992,0.3669581582587785,0.39525953762782934,0.3953071037108011,0.3163919438596735,0.4439748947255424,0.36606088411049653,0.38759087029570904,0.38755688510226244,0.3017226500060178
70_SCORE: S100A8,0.23140203439022083,0.38570886494405443,0.20248101222564632,0.33753921185331015,0.4712698773286149,0.394567236638106,0.5612488869701805,0.5635170978882034,0.36313609623142046,0.09278072489942013,0.392736491064892,0.500653417171604,0.3244571297911674,0.7378939791378334,0.30293172152972514,0.5066415142681776,0.4228901064232237,0.4586083836588789,0.5965382232327774,0.25238851633007786,0.5465240377215342,0.4215979359430219,0.09787059507455237,0.46025803779842617,0.4067931969161034,0.21160283365979574,0.5003720365001771,0.6408348831776014,0.8651284715809342,0.4218324305870428,0.34102680183115713,0.4602591167461875,0.2937009153508752,0.14998954724766841,0.26294818307551676,0.6947091020031151,0.28090450304941517,0.5028261738051041,0.3225818370305289,0.579232990818947,0.4236184413074185,0.5158433077835427,0.6591532482587616,0.3915480617479315,0.2647919068684028,0.22358668547414895,0.5027698767251146,0.4402369099361799,0.06271946712177817,0.06558883433052537,0.1638020448945654,0.2921537426524812,0.12506249667740416,0.3419443802918538,0.4212489121002619,0.07454167243500259,0.4761777188732167,0.06977994504101181,0.5542501450603875,0.35568121867123637,0.43524809236325707,0.664713918793357,0.4059972639604056,0.3375840047350503,0.19019205633287767,0.33139844796743334,0.9999999999999999,0.24221675305758333,0.6062250447363587,0.33808034662042347,0.22923135072820597,0.43557068444727826,0.21158686601913268,0.3166410866593731,0.3021735996371543,0.8795292095807875,0.40380426393900926,0.4930236705362156,0.35432463006870457,0.3239517320968329,0.5090043125605872,0.41063161764348344,0.5246069785323599,0.4012634960092822,0.33128788173759804,0.32421938317145615,0.04491669187284447,0.5719954696849472,0.42843313841950403,0.6357003428021792,0.4407376782405674,0.3625937140217129,0.18731273659493694,0.2768537498552227,0.3665718552827879,0.31882671423369646,0.3422422931321044,0.013238232743994327,0.4617892008354998,0.3403623739818484,0.32426751036147006,0.41740169824086487,0.0,0.8186574120807197,0.3936676100125306,0.4113672896635746,0.5250560995803708,0.048775001231262716,0.4182272715939451,0.2055693130460794,0.3784673911777267,0.2538601045907154,0.039596175402517475,0.6998235652849183,0.35055733841781,0.2011000939547094
71_SCORE: SAA1,0.5854755239553336,0.7380141821187849,0.4208597526234047,0.17599369466893006,0.5242689471529134,0.43553511250709565,0.3620097871825607,0.4796825676325491,0.47531219369253025,0.3407063257159284,0.4270867635169862,0.35745970102614916,0.5265635603124558,0.5151426417637943,0.4526774267407503,0.30662464701972075,0.39537954417144183,0.5400640350202651,0.5034556120424882,0.4827828601665513,0.6410659392935674,0.548509047070634,0.46142232161998287,0.28718259679900293,0.579443186897194,0.40394253454170226,0.3061467081217746,0.3546073716433047,0.4461168086041978,0.3233401769844607,0.39222934960845934,0.4338519358207678,0.8468379128170085,0.33718521613128855,0.3895406886521559,0.4731211010693187,0.5309955817418616,0.2744966469953205,0.5136901455059729,0.46285002589038776,0.559867235959047,0.522710240519682,0.47071150542766227,0.5150965159345697,0.51254105826086,0.6237181889684699,0.4508979681341383,0.516109552429008,0.19454459188383744,0.5701769257800102,0.22437981869262918,0.47169886176783415,0.3189884186653422,0.3169775703204298,0.5090425618884241,0.4041547494658859,0.5177009134501541,0.7326489558204021,0.7662571742410601,0.19054486764020995,0.43015053634178146,0.47125848937167886,0.4784846211474486,0.3127542213343415,0.3130797947641667,0.3389357169196767,0.8720262441178517,0.44713645217010267,0.4655051409555581,0.41387484331241126,0.5960972798138864,0.5355211895414582,0.30041630279999987,0.6667299046567925,0.45837409041439503,0.652899281322032,0.4854149165548802,0.5053261102732993,0.7038000208669044,0.76940300384502,0.426939884562647,0.46872149956700593,0.33243033607725025,0.5956773971702538,0.47320421025217363,0.29271812473450687,0.0,0.4738499420948614,0.6020492203941905,0.6087045117131827,0.6049348804778951,0.5491964353039066,0.24812780179639082,0.22468211469617022,0.18556718137041633,0.5231431596223335,1.0,0.3997366657697773,0.5024991835101955,0.29394874768636625,0.21730999559008868,0.5836326645496632,0.39878259825665996,0.6365743969266959,0.7152288453535554,0.3624263171816397,0.42290449942823816,0.1739153232720254,0.44149406473036257,0.2627728889016959,0.5429440680315357,0.6377112046600473,0.41437676131271695,0.28058089527409846,0.17511494438821568,0.20651018509349034
72_SCORE: IGHV3-73,0.3763092737151369,0.2211445307604033,0.23351178265783518,0.48331480307551244,0.25959477424972177,0.2444242757750777,0.3114582626662603,0.2611868464559831,0.6341382724799273,0.2708510484628173,0.24506054417505277,0.3371751642499051,0.2628508273640342,0.08571992094362887,0.21164692132282867,0.22146539033052837,0.4191232926591316,0.25471461105768145,0.19169670746700446,0.2453625753998794,0.3721929535953046,0.2627151658997944,0.29550105562461365,0.31940813363551745,0.27017108855444966,0.0,0.2203901892203528,0.26231297197974834,0.30355864298820384,0.3057204822837849,0.16458935592853116,0.1610940036768836,0.5162015150963508,0.3049982938193198,0.300933937592944,0.23854032043640538,0.3811005191505072,0.4301111697154789,0.388394211407508,0.2303139699494738,0.022164355780826983,0.2952963769375525,0.22926309788046023,0.1613353848895982,0.24421948881053906,0.425073718354985,0.23663679649019023,0.2284205883511582,0.4195364284482851,0.17589674742059347,0.17621929601533093,0.17104100148054735,0.32492542245097317,0.2934819774187651,0.11280939871876325,0.237237586390322,0.25460145143089025,0.3245628064492576,0.23824774586329733,0.47180178033953013,0.24610571035264928,0.22918998058158024,0.7264921259728869,0.28671394473709366,0.4286671432125512,0.47748642941608516,0.00048122205458189793,0.24853381419869877,0.22995905122854154,0.27232384307701873,0.3898534141500272,0.2753377718573712,0.7288393695405124,0.9999999999999998,0.212411412564819,0.19133842325585165,0.31523485619437874,0.2566663956259032,0.2886105503047175,0.2622676013158119,0.18935245845934368,0.7123069598026941,0.28430306760871765,0.08430522990358072,0.20290028424957987,0.1901804117192491,0.41077733121730436,0.23282666631729584,0.09920048213379884,0.1633584639059529,0.10594621773989388,0.46507851136077627,0.3593293619099074,0.42954118814975906,0.48042265432159753,0.26148454430122614,0.24073869927200237,0.2357304147059227,0.03880218747373376,0.19294889775320195,0.5562958091171313,0.09754524374392592,0.23540494700551629,0.043803260199451216,0.3260621625746949,0.3343230581330046,0.13758981978273574,0.4237398206103529,0.31787193586215146,0.5543916952345558,0.07550491659776995,0.6121146757270512,0.2387543937982308,0.39886090863946644,0.48633596501490073,0.474609174648943
"10_SCORE: GKN1, VGF",0.0004319423245919094,0.0022241314902418474,0.10286429997047501,0.03535639151335967,0.0001018502003762899,0.00020349806235533973,0.00012614236886904066,0.00012443377607959487,0.00026588185086424076,0.0005558585012746284,0.14573804746173688,0.0003130608132810924,0.001261720812873552,6.257758510519766e-05,0.0005076866103207462,0.0007801777126635549,0.002367455461002384,0.00037637877546304547,0.018773485631849773,0.0002300910978921076,0.00012389249585542596,0.00023706018028264134,0.050551894826509396,6.902519259366401e-05,6.555452682962485e-05,0.00013589956016987021,0.0011115537702161176,9.993367643737006e-05,6.249768599402711e-05,9.87989428213338e-05,4.533154313356657e-05,0.0008168694543076493,0.00011991518267050064,0.0007359324070752567,0.00013709593399889846,0.020244557582495153,0.0044979941640577534,0.00026577895113370363,0.00016466249903492373,0.0001494861137443372,0.00027402869205367473,0.01675164214185969,0.023408054458202095,0.007789883859524553,0.0002904121053686477,0.0005071115583070677,0.04229023104583116,0.00020220443972344786,0.000383144883619013,8.710350805262628e-05,0.00029282151186480355,0.0006369084417882563,0.10130437136707926,0.0016349861498942291,0.00040564792478828813,0.1386270540497325,0.00015590770273218087,0.007665984659672578,0.00016187601658422665,0.04364851882365061,0.14668809346835668,0.025026332974976067,0.00019525682734969373,0.0015955295728405962,0.9999999999999999,0.00015512802983074989,0.00012309921008287817,0.005138071002029027,0.00800477275703603,0.0001541430221118456,0.00045282029552627407,0.0002364966365150723,0.00038093893549617655,0.00013017722037491491,0.00015459966530758837,0.00015247462724574373,0.01552893565191729,0.0001230010538906326,0.001078580917407924,0.0006193835274482211,7.108460016828043e-05,0.00019863210509082582,0.008957625790844205,0.0008635391434539517,0.001366544764350988,0.010422181217597776,0.0015195833138409289,0.019450472072821308,0.0014939947733928673,0.000224173057668379,0.0017795144091271415,3.436922863338482e-05,0.000932706400724749,0.00018061425858612642,0.0331482541494831,0.0011811239522177424,0.00027539442186018067,0.13725704947940973,0.0004542868990962993,0.009568936202652768,0.0007320521096933437,0.0007987891018254562,0.13696120246896978,0.00013640538391747553,0.0010579400006556126,2.3576295087366413e-05,4.7691561525054415e-05,9.767591909564722e-05,0.0012886040539318196,2.7927980445390747e-05,0.0014233039740977086,0.0003844833854715682,0.12040067725830836,0.0,0.03701306342185809,0.0004577207525160495
73_SCORE: IGKV4-1,0.4775392949212339,0.3488715409921977,0.35326766319367625,0.9588956019377564,0.21910491611821017,0.022988316117959928,0.39413072296810137,0.4215694375771149,0.3828734103679623,0.301327069800771,0.38504364336101027,0.3313934254786685,0.15791127379667713,0.32422760833826386,0.31208321610690337,0.24765772936029434,0.29194278142968244,0.1934318516807087,0.16731320608394112,0.30794582495110545,0.6574003150350392,0.2923279012801698,0.4295965054702926,0.3541950935896552,0.4240647966243138,1.0,0.25968863504005424,0.30472617747524167,0.39549892871636394,0.34564571021702223,0.08857223983691653,0.24613031861414109,0.5683185977094029,0.34266894614199206,0.23541118792541982,0.3422465544349983,0.4092916265822364,0.7441685246139822,0.24911753348474713,0.3062501761548257,0.4922855664782296,0.27554012140553336,0.15125827815422294,0.38427798675910413,0.3268824749292982,0.5406957660964561,0.38602305814543025,0.21123611403481274,0.6117791942659045,0.7021463708924433,0.5646440330023552,0.41006914445789255,0.6351531171698614,0.5329677193744822,0.0,0.4348207503449499,0.21942429691062956,0.5837827191784577,0.65524423774099,0.9392225888587997,0.37839330086015177,0.14047429286786434,0.5120171501643405,0.5459512244737995,0.6409288860290288,0.35036945419488874,0.4977225193786001,0.530087434560845,0.2539036272120281,0.2616162981035286,0.4950807664029027,0.239329255086015,0.24837515535032817,0.29778196555602904,0.30191079799062964,0.40338451386584395,0.5471446730352757,0.3455263677922978,0.45395592463350587,0.5593365050916501,0.550369761723909,0.5231282075844631,0.41904302290345913,0.24418754398618434,0.3737752675764259,0.5977193348623093,0.8159470945185425,0.17813314345481135,0.35865200136731235,0.542053758644792,0.4104904633049868,0.6203209876342113,0.5819400522274423,0.7181345668807977,0.9510256509279327,0.1696328378785802,0.48760859073576396,0.44441081183345005,0.5942760629081991,0.566741507519124,0.2895911451622951,0.2498153585171692,0.4464817472761248,0.20424473941416826,0.5106721444342704,0.3243440445352597,0.4495150200835504,0.6191024868251245,0.24382935680132337,0.7426901329272113,0.3839001782236913,0.4616685390196773,0.411265116064371,0.7126703742680176,0.9753383991323359,0.5183554640386759
74_SCORE: SPRR1B,0.6392981570924405,0.5492698978825875,0.5741741092532661,0.5532592143987162,0.5651568188998706,0.5641406537917086,0.5560566527848767,0.5245325783594676,0.564010471865667,0.5677543023155963,0.5607188180176057,0.5598109565338039,0.5653706126023867,0.9875970198069338,0.5366499902105116,0.5690369531167088,0.5423496407615824,0.5653706126023867,0.5864365973856702,0.5952125645241787,0.45683274031788407,0.5483246751225567,0.5653706126023867,0.563449312049014,0.5593622641159889,0.5647944490452156,0.5687184982810967,0.5563652262364537,0.9662703150203136,0.5693208907910304,0.5723830354104951,0.5668182709213623,0.0,0.5653706126023867,0.561018904274602,0.5458231339024513,0.5516063740265592,0.5650009931849949,0.5643526566502116,0.5653706126023867,0.5617251235351625,0.6150072704981773,0.5923911087284645,0.5618366398902376,0.5666480331365531,0.6557155961410691,0.565698534047256,0.5784082358336747,0.5645368927059993,0.48127759235008605,0.49740428159072747,0.5634852796639782,0.5608592461888183,0.5640651330132436,0.5653706126023867,0.5644876985975448,0.5609051072712586,0.5653706126023867,0.5674473772578927,0.5531781648582638,0.5602152864100031,0.5942711336614619,0.5632217052482896,0.565234900784113,0.5612896312016218,0.5998265665492399,0.8706400366771541,0.5653706126023867,0.5744964426694326,0.5697512762257309,0.6438580388197549,0.5553080592068754,0.5526345526023366,0.5615797331492872,0.5358265798807265,0.9877824926986902,0.5646742605912206,0.621139004205918,0.5623060452007823,0.5619575477671096,0.7492038016253642,0.563306864211826,0.5653706126023867,0.5639962405752524,0.6710153044385228,0.5597709166268854,0.5391356112045905,0.5944828305615618,0.5633356654988405,0.7516646963130165,0.5630365054212145,0.24912807431355394,0.5648532925927436,0.5615680379113467,0.5540160935885127,0.5677020379246801,0.050857279277522816,0.5652138114372502,0.6005665480702888,0.5605908913799742,0.4670572002204104,0.5641208680780672,0.5653706126023867,1.0,0.05371827431520737,0.5653706126023867,0.5609621109597978,0.5671624513406752,0.5635280277226588,0.5653706126023867,0.5596446658908374,0.6250903446972674,0.5653706126023867,0.5017499714622273,0.5527249942548857,0.44426096317620734
75_SCORE: SPRR2E,0.5789518392772501,0.5669267750640883,0.5822396522981464,0.5710443324906236,0.5833243984050847,0.5822755675663226,0.5731676107476159,0.5413942475488628,0.5821412008009365,0.5853054452032762,0.5787437331663501,0.5907845045678279,0.583545064738273,1.0,0.5539011867591092,0.5822836650681023,0.5597840587649614,0.583545064738273,0.5800014973168364,0.5922087946794636,0.4715181247152019,0.5659511670922566,0.583545064738273,0.5972862233069861,0.577343571366825,0.5813449273694485,0.582128380124646,0.5742501904509224,0.9772573904861254,0.5963476380025757,0.5843832669213626,0.5822144937665891,0.0,0.583545064738273,0.5790534660218657,0.5671637021747884,0.5693383597702999,0.5779093574746116,0.5866971024924736,0.583545064738273,0.5797823874672628,0.5774896489052858,0.5795383736267531,0.5798974886366395,0.5899953457183429,0.5740149597978776,0.5762977744403402,0.5933920968486434,0.5826845440106894,0.496748783054497,0.5287571535489964,0.5815991257257503,0.5788886755535819,0.5821976190904448,0.583545064738273,0.5826337685042111,0.5789360108903064,0.583545064738273,0.5953413611478211,0.570960677524702,0.5782240149885628,0.5792595971322976,0.578805416927769,0.5834049903162655,0.5924835433657636,0.5553274212046568,0.8932910321410377,0.583545064738273,0.582191855602354,0.5820379031344804,0.5775806396363522,0.5862856483381892,0.5703995902626362,0.5796323233495908,0.5530513070103388,0.7925805219934534,0.5828263277357144,0.5825931350453087,0.5803819834905007,0.5800222832284769,0.8991091774426532,0.578762530392811,0.583545064738273,0.5821265120302415,0.8533495156678608,0.5777653604563373,0.553247072533877,0.5821714466244681,0.5814447020508459,0.7725653441745656,0.5811359251477418,0.2571365667278943,0.5830111149152921,0.5796202521555298,0.5712729436142308,0.5842219252674816,0.0657796846829557,0.5833832230294522,0.5831622071273749,0.578165196536465,0.48207126098146497,0.5822551458194358,0.583545064738273,0.9229145172054769,0.055445106562236,0.583545064738273,0.5768644511650912,0.6014081051498665,0.5816432479671865,0.583545064738273,0.5983555266557954,0.575842458540174,0.583545064738273,0.5170466608196366,0.5704929392602943,0.45854221414877444
76_SCORE: TFF1,0.3024079052612065,0.30000745359179953,0.29312251078544105,0.3035875584341734,0.29140558972382563,0.3146061269399768,0.25705476945247563,0.30469700893245244,0.30469700893245244,0.30196856115006343,0.30378169939808086,0.13532292565640563,0.30469700893245244,0.30469700893245244,0.3004279457756096,0.30469700893245244,0.25716692754903003,0.30469700893245244,0.275457869681724,0.3013813844594158,0.3054860200400796,0.30280822562630266,0.30469700893245244,0.296860883998267,0.26484840327406317,0.26049681796857593,0.30469700893245244,0.3067542851927468,0.30469700893245244,0.2976965186497156,0.3035398715221709,0.30286893151652133,0.31327433704330676,0.2996265115660704,0.30132926192857246,0.3015353600379836,0.27627877428041503,0.30469700893245244,0.29103778147434006,0.30469700893245244,0.30520409420693356,0.2788794446355378,0.26917150188163996,0.3011396909827057,0.30469700893245244,0.3027901807783032,0.2906525796025645,0.30469700893245244,0.30218191554499013,0.29663936807201063,0.3452420492277527,0.30355106463381604,0.30432496315034674,0.29770160924094907,0.30105620613572986,0.30452328251527444,0.30469700893245244,0.30469700893245244,0.30156096412399297,0.30365586630111313,0.30368262209084035,0.2666997175479524,0.30469700893245244,0.2998851270583741,0.31584137754018343,0.30469700893245244,0.29294923685149094,0.3038006477618008,0.29269871923123314,0.30469700893245244,0.3025140808431621,0.30092862689100197,0.2940925500904883,0.30469700893245244,0.30027591074731763,0.30469700893245244,0.30358960329686474,0.30469700893245244,0.2958167528970386,0.30469700893245244,0.30469700893245244,0.30469700893245244,0.29752958866526846,0.30054372696328885,0.29921468723373057,0.30469700893245244,0.30469700893245244,0.2744984860674634,0.300810386055341,0.296537769382654,0.3009311501554813,0.2760877733804071,0.3011408049334844,0.2756885368358611,0.3037638242456412,0.30443797323412036,0.3036708376610302,0.3046661559790741,0.30469700893245244,0.30469700893245244,0.3680459266869021,0.300920344902306,0.30469700893245244,0.3037013999925359,0.16758749197149658,0.30469700893245244,1.0,0.30469700893245244,0.30469700893245244,0.30469700893245244,0.3038426696693652,0.3034105298124013,0.30469700893245244,0.29015994858352956,0.3036541433043899,0.0
"11_SCORE: TIMP1, APOD",0.4403739308398858,0.8406956858892851,0.3396512980527356,0.3670299016133113,0.6218042535139141,0.5623185718427525,0.5952807503082984,0.23180673525490184,0.49402341366321717,0.3788962474505594,0.6924393942908651,0.3556782807846062,0.8328540558555937,0.19649266359759657,0.3053494293074434,0.23504394262061004,0.32058453640327556,0.9999999999999999,0.5405136164450886,0.557342656213933,0.2991613513417655,0.5767844095141818,0.12518386184144253,0.38354733912049843,0.5493557146543036,0.0,0.23639702182525799,0.28593036230531604,0.4104869895763339,0.41567417783469174,0.38264272532025173,0.3920707964923512,0.0922083286996872,0.5014738997066053,0.31630648188921606,0.7012272557745671,0.39269426577274624,0.37476335894529694,0.4111581354350665,0.9539446704020605,0.3805298996087037,0.48015583528999684,0.5506674377711679,0.5478088190198218,0.5687810858647668,0.39681487202830745,0.49070563318973787,0.5891216781189785,0.4688615535708166,0.6090710861273158,0.26665092318681405,0.46098579411715007,0.29614528168704546,0.724239246537852,0.24492295032822767,0.3416778992665224,0.56721719864578,0.4999173530399406,0.2886126257007542,0.385020863603985,0.7393019827248952,0.5226083211391614,0.2867120254996594,0.7459832744881716,0.2936040239203911,0.3411739194802089,0.24174032195953646,0.5536431340587233,0.8177428968400197,0.37710694239171505,0.42827556667080907,0.3486229208286211,0.10618403303786184,0.20545601863580157,0.30645112839266025,0.4838781909606133,0.4313193951686712,0.529525914347274,0.36285324623667997,0.44314864928546405,0.22685698032936674,0.29092627331168364,0.2865113201635928,0.5917995128040654,0.3814270350428228,0.27441430187355464,0.03497565382567969,0.5304189329998543,0.5067115699818004,0.3300171866931459,0.46817709223854403,0.22490184012742662,0.5944779810333539,0.5157329815793904,0.36352684073946545,0.8113295169987369,0.7544060887133375,0.27410016104708307,0.37825351331492,0.2709303202765787,0.42626312376331243,0.6246386900841676,0.2595070186170529,0.48218397608142427,0.5442018276616999,0.3970718106884192,0.15669366862391026,0.3706026515909832,0.38444316644414767,0.32145248204693466,0.8863813624338537,0.33456003295964454,0.329477278995128,0.4304249288873373,0.36220616766089847,0.1426346357661512
