GENE_SYMBOL,GSM2445716,GSM2445717,GSM2445718,GSM2445719,GSM2445720,GSM2445721,GSM2445722,GSM2445723,GSM2445724,GSM2445725,GSM2445726,GSM2445727,GSM2445728,GSM2445729,GSM2445730,GSM2445731,GSM2445732,GSM2445733,GSM2445734,GSM2445735,GSM2445736,GSM2445737,GSM2445738,GSM2445739,GSM2445740
5S_rRNA,,,,,,,,,,,,,,,,,,,,,,,,,
5_8S_rRNA,,,,,,,,,,,,,,,,,,,,,,,,,
7SK,,,,,,,,,,,,,,,,,,,,,,,,,
A1BG,,,,,,,,,,,,,,,,,,,,,,,,,
A1BG-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
A1CF,,,,,,,,,,,,,,,,,,,,,,,,,
A2M,12.48840647,11.46366462,12.11035098,13.32466136,14.42413274,13.77150483,10.63394157,13.3695467,13.35279711,13.93428894,12.77942668,15.22280682,12.28491433,13.98926178,13.28403013,13.23628329,13.35426454,13.06775583,13.32343749,12.98396304,13.87638909,12.31606812,13.26700284,12.58495629,13.28409259
A2M-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
A2ML1,,,,,,,,,,,,,,,,,,,,,,,,,
A2ML1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
A2ML1-AS2,,,,,,,,,,,,,,,,,,,,,,,,,
A2MP1,,,,,,,,,,,,,,,,,,,,,,,,,
A3GALT2,,,,,,,,,,,,,,,,,,,,,,,,,
A4GALT,,,,,,,,,,,,,,,,,,,,,,,,,
A4GNT,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-481C4.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-481E4.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-481E4.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-481F24.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-481G8.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-481H12.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-481J13.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-481J2.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-481J2.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-481J2.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-481J2.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-481J8.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-481K16.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-481K9.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-481L19.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-481L19.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-481N16.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-482D24.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-482D24.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-482E14.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-482E14.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-482G13.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-482H16.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-482L11.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-482M8.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-482M8.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-483A20.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-483C6.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-483E17.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-483E23.10,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-483E23.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-483E23.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-483E23.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-483E23.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-483E23.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-483E23.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-483F11.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-483G21.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-483H20.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-483I13.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-483I13.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-483I13.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-483I24.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-483K5.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-483K5.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-483L5.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-483M24.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-483P21.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-483P21.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-484D2.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-484D2.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-484D2.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-484D2.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-484D4.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-484K9.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-484L7.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-484L7.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-484L8.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-484M3.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-484N16.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-484O2.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-484P15.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-485B17.10,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-485B17.12,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-485B17.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-485B17.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-485B17.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-485C11.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-485F13.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-485G7.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-485G7.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-485M7.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-485M7.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-485M7.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-485O10.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-485O10.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-485O14.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-486A14.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-486A14.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-486B10.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-486B10.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-486E2.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-486F17.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-486G15.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-486G15.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-486I11.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-486L19.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-486M23.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-486M23.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-486M23.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-486M3.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-486M3.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-486O12.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-486O13.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-486O13.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-486O13.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-486O13.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-486P11.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-487A2.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-487E1.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-487E13.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-487I5.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-488C13.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-488C13.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-488C13.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-488C13.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-488C13.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-488I20.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-488I20.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-488I4.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-488L1.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-488L18.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-488L18.10,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-488L18.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-488L18.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-488L18.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-488L18.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-488P3.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-489C13.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-489D6.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-489E7.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-489E7.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-489G11.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-489M13.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-489M13.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-489M13.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-489O18.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-489P6.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-489P6.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-48B14.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-48B3.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-48B3.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-48B3.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-48B3.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-48C7.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-48D4.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-48F14.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-48F14.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-48G14.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-48G14.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-48G14.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-48L13.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-48O20.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-490B18.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-490B18.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-490D19.11,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-490D19.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-490E15.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-490G2.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-490G8.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-490H24.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-490K7.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-490K7.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-490M8.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-490N5.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-490O24.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-490O6.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-490P13.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-491F9.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-491F9.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-491F9.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-491F9.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-491F9.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-491F9.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-491H19.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-491H9.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-491H9.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-492A10.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-492C2.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-492D6.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-492E3.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-492I2.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-492I21.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-492L8.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-492L8.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-492M19.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-492M23.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-492O8.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-493E12.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-493E12.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-493E12.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-493E3.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-493E3.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-493E3.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-493G17.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-493L12.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-493L12.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-493L12.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-493L12.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-493L12.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-493P1.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-494G9.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-494H4.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-494I9.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-494I9.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-494K3.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-494M8.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-494M8.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-494O16.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-494O16.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-495K9.10,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-495K9.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-495K9.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-495K9.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-495K9.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-495K9.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-495K9.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-495K9.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-495O10.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-495O11.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-495P10.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-495P10.10,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-495P10.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-495P10.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-495P10.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-495P10.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-495P10.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-495P10.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-496B10.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-496B10.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-496D1.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-496D24.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-496H1.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-496H1.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-496H15.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-496I2.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-496I2.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-496I2.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-496I2.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-496I2.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-496I9.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-496N12.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-496N12.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-497D6.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-497D6.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-497E19.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-497E19.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-497G19.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-497G19.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-497G19.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-497G19.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-497H16.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-497H16.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-497H16.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-497H16.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-497H17.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-497J7.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-497J7.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-497J7.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-497K15.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-497K21.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-498B4.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-498C9.12,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-498C9.13,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-498C9.15,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-498C9.16,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-498C9.17,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-498C9.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-498C9.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-498C9.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-498D10.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-498D10.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-498E11.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-498E2.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-498J9.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-498M14.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-498M14.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-498M15.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-498M5.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-498P14.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-498P14.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-498P14.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-499A10.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-499E14.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-499E18.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-499F19.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-499F3.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-499F3.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-499O7.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-499O7.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-499P1.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-499P1.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-499P20.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-49C9.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-49E18.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-49G10.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-49G2.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-49G2.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-49I11.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-49I11.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-49I11.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-49I11.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-49I4.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-49K24.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-49K24.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-49K24.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-49K24.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-49K24.8,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-49K24.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-49K4.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-49L2.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-49O14.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-49O14.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-49P4.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-4B14.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-4B16.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-4B16.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-4B16.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-4C20.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-4C20.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-4G2.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-4K16.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-4K3__A.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-4L24.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-4M23.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-4M23.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-4M23.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-4N23.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-4N23.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-4O1.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-4O3.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-4O3.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-500B12.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-500C11.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-500C12.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-500G10.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-500G22.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-500G22.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-500G9.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-500K19.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-500K19.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-500M10.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-500M8.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-500M8.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-500M8.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-501C14.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-501C14.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-501C14.7,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-501C14.9,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-501E14.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-501H19.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-501J20.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-501M7.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-501O2.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-501O2.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-501O2.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-501O2.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-502F1.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-502F1.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-502H18.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-502I4.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-502M1.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-502M1.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-502N13.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-503C24.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-503C24.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-503C24.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-503C24.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-503C24.6,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-503D12.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-503E24.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-503G7.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-503G7.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-503I22.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-503L19.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-503L23.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-503N18.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-503N18.5,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-503P10.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-504A18.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-504E21.1,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-504G3.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-504G3.4,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-504I13.2,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-504I13.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-504P24.3,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-504P24.5,,,,,,,,,,,,,,,,,,,,,,,,,
