,RN7SL2,FTL,MT-CO3,MT-CO2,MT-ATP8,MT-ATP6,MT-CO1,IGKC,MT-ND4,MT-RNR2,PGC,MT-ND3,LIPF,IGKV2-24,MT-ND1,MT-CYB,S100A9,MT-ND4L,MT-ND2,ALB,MT-TC,MT-ND6,GKN1,S100A8,SPP1,MT-ND5,S100A7,RNU4-2,MT-TP,PI3,HBB,PMEL,IGHV3-30,MT-RNR1,HLA-DRA,VGF,RN7SKP255,IGHG1,RPS12,MIR3609,TMSB10,TYRP1,FGB,RPS27,KRT14,IGLV3-19,MT-TY,APOD,RPS18,KRT6A,PGA5,EEF1A1,KRT16,FGA,FGG,ORM1,SERPINA1,S100A6,CD74,IGHA1,SNORA49,COL3A1,FABP3,MTATP6P1,IGLV1-36,PSAP,B2M,TMSB4X,ACTG1,IGLC2,KRT10,RPL13A,APOE,DCT,RPS11,IGLV2-14,LGALS1,ACTB,MT-TN,SAA1,HLA-B,APOH,RNU5B-1,RPL8,TIMP1,MT-TV,SPRR1B,RPS6,RPL41,IGHV3-73,CTSB,IGKJ1,SPRR2E,IGKV4-1,TFF1,HP,HLA-A,IGHV3-7,HLA-DRB1,KRTDAP
SRR5088887,2.664090128145357,11.407077329556603,13.780806972630396,13.657053082062154,12.576560535237082,13.010718260775878,13.455508849805739,10.12166691899823,13.022220719124698,12.390476861609956,0.058834556609670484,12.029407181188342,0.10806143105360594,1.693001217152355,11.93796447095414,12.558447615402853,3.472996221838986,12.427385455719897,12.136410008877707,0.18029788668865993,8.699899901338965,11.20875805550118,0.017531953755625846,0.5329230917955764,5.8866845335020255,11.504295907604932,0.0,0.377285416737875,9.41301989522533,0.0,3.3502964050670263,9.284942252866948,5.188340208862398,9.422062738110403,8.027053263340541,0.6804636911684966,0.0,7.082523091479561,11.452925099278703,0.0,10.108674713706547,10.612945393017679,0.08006256863615249,10.919581059519437,0.05234974338625472,2.7444225873739247,8.141532481427,5.2203600091143105,11.088294671274587,0.0069052754144435105,0.020722863871413692,9.617842875371842,0.0,0.10376319382675249,0.06063502744763875,0.129019176639239,1.5332072794815383,7.037470270095531,6.9379894908458875,5.727182097624826,1.3501700638260272,5.778440609353437,3.868878699311951,9.677659861441116,0.8370608976207408,8.63811173320497,7.437537690478319,6.889762569650461,10.555932445553479,4.142666922599931,1.4625818184689885,9.664946051338248,7.143417080177734,9.217788033920337,9.88170181859198,5.205119853204315,6.72124462745255,9.141046266321158,0.0,0.30885678340745865,6.146288995191987,0.030114595041532615,0.0,9.533123127402815,5.6840523365589375,4.302376633975284,0.0,10.142520176908645,9.560802066303975,0.876419245756073,6.860828027898029,3.9465228825840977,0.0,4.569447603620565,0.0,0.05156321922620247,6.6056650992478545,2.8363192264802817,6.678625210723126,0.0
SRR5088890,1.939934758241844,10.858934562206313,12.703847089012202,11.985932963045608,11.701621310044722,12.007668179020401,12.537851529797068,2.2110356473410127,12.077651449197843,11.844113358195605,0.0,10.87809614851512,0.0,0.0,11.045733677810494,11.424152672180524,1.7742005078820433,11.674292935622491,10.765574010252768,1.055996710629996,8.957941285431723,10.60584689385462,0.0,0.7040474542706958,4.92734854029178,10.830788727954085,0.0,0.0,11.56178938705824,0.053556331909692,3.6517015228490224,11.608108390408262,0.0,9.374573762015544,6.4044349338916895,0.3679658448381526,0.0,0.6641766788954144,9.390353687233816,0.0,9.856137027074736,12.962437875822722,0.4463922751512175,10.370145023870842,0.09351763634864116,0.548998856464963,8.788139112826737,4.38989432485238,9.759161134389947,0.0,0.02145501453360709,9.515451781736985,0.0,0.5383695532463907,0.34797990603845946,0.3949085097615755,0.7379058637293833,7.600124780699403,5.907962941847864,0.6678719538374789,0.0,5.372203188035313,7.135564464324698,8.542793280114571,0.28937257299119823,8.955697405390339,7.533694662433241,6.447750926501025,9.602342185727652,0.1302301652930099,3.551870309908927,9.309825875904107,5.823903514613966,4.140839805984767,9.566908972957572,0.4067588300281878,6.929855337164265,8.708887158127034,0.0,0.48476725669705645,6.109481291131205,0.09157400457412397,0.0,9.613515861941265,6.185516882528923,5.856174438220746,0.0,9.760483943738658,9.61040533897052,0.0,7.0942303483032445,0.0,0.0,0.16566758408042775,0.0,0.31294895566712255,7.342223069083862,0.38349195393463387,5.073951326858179,0.8150173485417084
SRR5088891,2.8082489543018867,11.693547960303235,13.117390143218225,13.847160430049911,12.096348983018922,12.3902299106831,13.819742034340472,13.481221760631627,13.12735327583563,12.760117328420245,0.05044077654160567,11.597730626784001,0.05785285920487097,8.27307716028468,11.657981684324923,11.507849104821217,6.183435891664101,12.501721246970796,11.787074744588944,0.24478116377643505,10.661443472035614,10.956862549111785,0.0,4.285582503600622,8.379110993245366,11.196153966670318,0.0,0.4229560280286535,10.090920856066601,2.4250768823346314,2.704989016291006,2.3713510980389807,7.4514445538936664,9.885865164192921,10.438579756352347,8.716860378892349,0.0,11.418391401879806,10.636739168134202,0.0,10.594689446465694,1.6586147147808992,0.11079264485615696,10.70736678834601,0.0,7.2859723599255215,9.646045013459473,8.219579847865116,9.920723133775907,0.011785650360100423,0.011846090090816979,10.304267848820981,0.0,0.10959401997773378,0.06584857692013951,0.48526710047236865,3.5521198560557266,6.433106142346783,9.571426544257019,6.411886207575647,0.0,5.488893111928255,3.4741207719486655,9.068114046425228,3.5477893363282282,9.441001591769654,9.87071207164111,10.403898621236616,9.718566163995924,8.043799896138868,2.710404670720744,9.595237029639677,6.505305212828459,0.08040260995198387,9.852033607240806,8.70246332977875,7.945734162260173,10.076898913058967,0.0,1.2893510876127103,9.0304987140504,0.05111047495063766,0.0,8.766036296857093,7.8757616365287815,4.357013363565558,0.0,10.088415942357855,9.394132152371633,5.446048105609723,7.921470906614538,7.680517997378714,0.0,10.385312409235308,0.0,0.5080601549828284,8.226101942128404,7.328113858766643,8.574501576979818,0.0
SRR5088895,4.572483151746079,11.858005013660925,13.049338794606655,12.763333294684653,11.84456733757596,12.15112782041175,13.062030246337338,6.917648221644215,12.462880483974653,12.262682087334165,0.0,11.464505165614987,0.0,0.2883472497208997,11.329246317665408,11.413444909465127,2.3219734617967878,11.786784119392426,10.760459473306126,0.06310698684346616,9.75297793432453,11.033232532248574,0.0,0.557513343326103,8.339671980078336,11.080713590258863,0.0,0.20537424401028886,9.627888288499513,0.0,3.555574056705245,7.701362019810679,1.460323491115406,9.501398734591248,7.624214724391533,1.1816811937991993,0.0,5.541836358762964,10.183518719115538,0.0,10.240966518904479,6.977578984063412,0.02280280573927273,9.898635025708302,0.0,1.1005383965741966,8.812950428707342,5.2470142008151175,10.376100099025164,0.0,0.0,9.394064815896842,0.0,0.06159887737571272,0.05927704465433285,0.0,0.886967040985518,8.379981227584954,6.83866769393832,1.3840836731402082,0.2123948512407967,4.466394982907725,3.048656622537292,8.893197407981827,0.0,9.127720158329867,7.907882241384252,6.268644820952815,10.337770170474665,3.7412450414508593,3.621600219990496,9.1405356064113,7.260085111497195,2.0285440168224618,9.469626425115168,2.359450178043055,9.605418566137175,9.98815812150838,0.0,0.04011714129213274,6.395452965013599,0.04598639649564225,0.0,9.662538741987582,7.236423352541269,4.326966025354659,0.0,8.48909687224033,9.627743673503662,5.648579799538579,7.2589334227278,1.4345449941003918,0.0,1.2650251695858956,0.0,0.017170471318523357,7.827922476730473,1.488483786901221,5.798873511286498,0.4425155108834863
SRR5088897,2.5883378034306483,11.854352177288202,13.329878822309464,13.261948951492519,12.452942828999616,12.974239650225673,13.459188938603804,12.815329018487706,13.351670842998029,12.698300771052676,0.06547087852067261,12.042513610489632,0.04268617408311657,4.30762540404064,11.951532407393877,12.565790876030555,5.363293201904406,12.689561932057181,11.828482948754015,14.586672046695393,9.712408396197326,12.040979405691282,0.0,3.61050345142818,7.544953476680505,12.139215762485719,0.0,0.0,9.697890173428949,0.11299032899117986,5.140299461223342,7.529283926915882,5.414899986797849,10.174607522553497,9.278903291584722,0.15444971500443408,0.0,10.955623187467651,8.366394983021763,0.0,8.370872161887895,6.704758928261962,13.031085051977566,8.44781862728637,0.0,6.95930058455341,8.056926384061365,2.814271307297029,7.742745653304493,0.0,0.023094766996527676,8.8514988555487,0.0,12.601755088054054,12.439945436184079,12.19978348650288,12.358434079550923,5.4912466836296,8.240081004715718,8.236382212268435,0.0,7.130120720479417,2.8813438661938404,9.621294776803984,3.1721473399300706,8.636215237133031,9.170429980512925,8.046896938522158,7.597757027254347,8.698577036690846,2.1759809624390716,7.653200317648616,8.219296731706148,6.483186064231308,7.810149167886947,8.443170875543908,5.39735635191893,7.865672809783238,0.0,11.900299128477771,8.209651924600308,11.78970116120634,0.0,6.525229964493075,7.726547216071699,3.4878541662278035,0.0,7.549768902507394,7.89127535540968,4.867033549841169,7.919757777880808,5.25212028288005,0.0,8.933499949274276,0.060263056354624624,11.631311171856023,7.500850411365594,10.261821084775528,8.000532793888954,0.14622757779925555
SRR5088898,3.697697509870911,13.793077043144244,12.953970659401254,12.624715484037946,11.929696935041374,12.391013107726238,13.04509465958767,8.079609903795493,12.614359462964169,11.820241057043065,0.0,11.787757510619695,0.014838416762827334,1.5809829505974646,11.58081953025845,11.940309046005952,7.234580542218611,11.959063922676307,11.655659647988005,1.4425247061964876,9.590192268515663,11.30687742771629,0.0,4.555376312616539,6.089182692502727,11.389256879673157,0.0,0.0,9.381791505055201,1.4682873544855493,8.244338598630623,0.34913143635117794,1.97404612041747,9.491429311215272,9.799241009089492,0.0,0.0,5.559969884641554,9.358722122739627,0.0,10.74426404541501,0.14250420820302073,0.47965720355041547,9.151459083930916,2.067839875242117,1.9385014695094234,7.988917691042938,6.548610969880404,8.56016482050938,0.0,0.03562287252564598,9.688705794683333,0.2224737774721701,0.37242980054595876,0.39716142972654234,0.6714861671962528,2.7881916223646677,9.573936006831127,9.089058917074507,4.085689384770973,0.0,12.047882602086345,5.294872146674388,9.033477886908312,0.0,10.396430135199193,9.27660724519379,10.264865745883352,9.556000333494232,2.8688860408035617,4.615634819820237,8.70632337146518,6.518048933115982,0.08998947032852599,8.952884644807574,1.6934090353121705,9.055244924501732,9.960606019011571,0.0,5.563635943274415,8.612928112381713,0.1258093615418868,0.0,7.623107422912217,8.412083726537148,3.068296883347705,0.6305256947580679,8.472904396759212,8.562535945823697,0.0,9.087484139557711,2.068321631934102,0.7324208599002087,4.046238175186814,0.0,2.6511112789995503,7.454493763617513,3.145156292509838,7.695147134072202,3.1649497512868137
SRR5088900,6.23006271856957,12.130383619414213,14.059757889891808,14.475925802627449,12.72657236473793,13.361731716267146,13.775311231044615,9.174313136683338,13.920547349185957,11.647415354322474,0.0,13.03776340640511,0.0,0.15306718177697687,12.412930657231582,13.166042645708293,10.570148131003917,12.905241381260623,12.636819310263757,0.0092945528736778,10.512475827200308,12.137444044924349,0.0,9.71926393266235,4.188829134117024,11.884897290441641,10.916697608099653,0.947695039018516,9.549208421759067,5.680124509762248,3.1724908453006218,9.919626686343674,2.6708426674426495,10.38608542447186,8.626404769135055,0.41245598502427144,0.0,6.992589113118583,10.113009300300742,0.0,10.253220512869484,6.712538796975793,0.0,11.25323124887887,9.507628853682485,4.025415312235469,8.897496225814413,8.62258566526424,10.55373422422482,9.103021612335015,0.0,10.037506732552052,9.359003238898538,0.0,0.0,0.0,1.5455042027953314,10.692777555268108,8.119045383605272,4.997021656361166,0.0,8.726079013935742,3.340035032131242,10.211862494250541,0.0,8.54241080431978,9.141068453317898,8.100009001146573,10.055732582633109,5.216787745202047,11.136960859686871,9.982776322265954,8.10705715916807,6.397929740120213,9.857394259923412,3.581057262068353,8.520598428017552,9.426474527288587,0.0,0.22797327992528765,9.002171745876481,0.0,0.0,8.91572097273414,7.488126557977145,1.6844982561942545,8.629960709207296,9.36818889508718,9.722075590659404,2.7211506978283286,8.243739610829328,2.7535669535809926,8.418050779163348,4.460423927189572,0.0,0.005814175955395566,9.006472102464231,1.9609877835510248,7.5236780314445255,9.123922970165781
SRR5088904,4.3593791568210065,16.024860796860075,13.51575891414582,13.112158506057199,11.996883084518268,12.637576067485407,13.515230561633937,10.22595588093809,12.838855373085142,12.457808789366055,0.0,12.185149828159064,0.05217051458746423,0.7828411785274996,12.081610848289195,12.021841888338928,8.086463015056424,12.109694085980813,11.91781003019369,0.6563328028037918,10.21934242565934,11.88151342003612,0.0,4.586980143658244,10.109210918154723,11.760178201975434,0.057037599797343276,0.0,11.034593414666219,0.33597802207632527,2.671697541870776,2.3140883815119597,2.325430511462282,10.144521445859517,11.997619247975358,0.2238817482315141,0.0,7.231146834504846,10.189349760276729,0.6232927438594824,11.578588132478535,0.9444679518907184,0.3189756428396808,9.599877619065863,1.0633484945975438,6.135834306256614,9.048750116452364,6.272553886248358,9.411967554812396,0.4454453285340457,0.0,9.744360488470086,0.08560777274431475,0.23916715969387511,0.34504822641546173,1.4347366988201213,4.12567878547893,9.17893643336541,11.050672184214545,7.458505692358071,0.21280254012670863,11.302513617638336,7.0244440980615455,9.394224642343321,0.07724465295611133,11.769408789467812,10.829830738046468,10.829498562069386,9.32232150269424,6.514734164012829,3.0893243135673467,9.167145455031905,10.583770962038761,0.12657682688309746,9.325135757391292,6.374087197502529,9.936478805541391,10.310665207345599,0.0,2.357638255904775,10.011515219177348,0.1552244319286721,0.0,8.210753161537548,8.19737055587413,5.52702519582668,0.0,9.011906962158376,9.084322943116927,0.0,10.527582352761558,4.462487356026512,0.0,4.384591711954797,0.0,0.4645851249061233,9.38860746505248,2.41226533283432,10.513679102817601,0.0
SRR5088906,3.7153954535470883,15.298860309611362,13.476117889712741,12.995239964519751,12.469350909485621,12.74738718025914,13.649959828421077,11.742477763233225,12.843550803554221,12.546639469635851,0.13126042624334625,12.41527654834696,0.05807205052039732,3.985231197880977,11.916144257209343,11.90288165434785,8.71088048640852,12.25452020524624,11.923349991223748,0.21047575608870764,10.444545453248383,11.5711782788264,0.19772129928553303,6.165364793014148,14.20060800872583,11.420595231900538,0.0,0.0,11.479207961415863,0.5037093545258368,8.68032227049082,0.6997579119498887,4.640527026758161,10.34862968174216,12.163295080571045,0.025500851972289768,0.0,9.065920567815645,9.940694849761988,0.0,11.384455531847081,0.22350434040318115,0.06283543683637946,9.700460028269003,0.14496015864426295,7.023706197849717,8.25408335151474,5.4761381569838745,9.528915967170004,0.0,0.03538500059549241,10.108875292675814,0.09516889917010522,0.026139658943337144,0.02869903240723948,4.701549925219738,5.511286433926483,9.467741881357574,10.558066548115375,7.850535260309001,0.0,7.668141524666618,6.66942570325414,9.419155210117841,2.3706494426839844,11.065749384419956,10.581162806930108,10.798870357462754,9.277496482807539,7.3435239395813925,3.4156326401288806,8.89160118681744,8.687102141294874,0.15299181308424145,9.422517409576942,7.092597669168555,9.497831102254645,10.365792348588739,0.0,6.3519549230968595,9.318098219329075,0.07628851524096428,0.0,8.204674600226953,8.873821523274234,5.124908939816141,0.0,9.50770958802558,9.156344538145174,2.522256284981966,10.03730773888667,4.789109081191927,0.0,7.143677128248801,0.12103440639968419,0.1054531510388803,8.796800139123622,5.705759981946829,10.264215631304111,0.0
SRR5088908,2.9344109946677834,11.996079945098892,14.539035348003553,14.628305114247496,13.004763346375322,13.377586925560815,14.673773775637951,11.779629788542996,14.331332677281484,13.98185098941333,0.03551207515649651,13.389129732282711,0.3061644392303531,5.518390966365206,12.45207662636888,13.572908633622976,10.33937673479837,13.356384520756484,13.007782669929018,0.7093767557626303,11.12815040152271,13.55811469120552,0.0,9.495393224053013,8.654774569858317,12.995830684343453,0.30494745180571975,0.0,11.881002219307597,0.23256120079583534,12.49666591723079,8.919033241080324,5.3487540102366635,11.513794755101047,8.21059705787566,0.3769617707237174,0.0,8.540818744327632,9.725905767390103,0.0,10.419790559535068,4.291934288275845,0.5879892403580103,9.69632470676686,0.4489439441603509,6.133483290091461,9.277786135820442,6.2192182904404065,9.234343044344422,0.0,0.165128969557576,9.386064491176585,0.0,0.4807270762968193,0.27532549975701454,2.621249646615098,4.0064136648309905,8.831847802912915,7.0747574717249915,8.619234622410914,0.0,3.549979320723426,6.65741865125176,10.05227420533758,2.964508094502886,8.611148377195033,8.552456531957715,8.171304149124676,8.776069497956263,7.197383778909904,3.196522898759239,9.207372514445769,7.653463433882346,0.40905887400974056,9.725413892482477,6.589152987505856,8.070362368098355,9.183327687661867,0.0,1.4926578331092315,6.753006193833516,0.15530612723907075,0.0,8.000540640802033,6.760819678348625,5.259255849505994,0.05754989568888856,9.064650770325505,9.022550984379297,3.0386831878113267,10.228175135487467,5.971592582651084,0.0487608399796746,7.875258789399639,0.0,2.4222797396331623,7.290775942606256,7.108077390297749,6.251587868841126,0.0
