GENE_SYMBOL,SRR5343917,SRR5343919,SRR5343921,SRR5343923,SRR5343925
AASDH,3.49284745110144,2.46682796770645,1.77565462226837,2.6607824322443,1.54253652334708
AASDHPPT,4.81285872638644,10.9124453547503,9.94419738000361,8.94751043475518,8.60449163327842
AASS,3.00966134432851,4.44862327594461,2.58663311077228,1.80817082998753,3.54031757209819
AATBC,0.0340325425988504,0.869134925203582,0.183882636578465,0.0483172385561409,0.990343135727298
AATF,8.23039284968345,10.6924496765358,15.2602373156,8.48439707666386,12.9539846268814
AATK,0.0985921392319917,1.03555597618634,5.26567152159157,13.076929311345,0.995345543668669
AATK-AS1,0.0,0.0113502820726654,0.043860427262574,0.065307326878156,0.0097351534181109
AB015752.3,0.0,0.106217432060635,0.114014345955048,0.0,0.0
AB019438.66,0.117641569238863,0.87083227987301,0.0,0.0,0.0
AB019440.50,0.0,0.105216239470518,0.0,0.0,0.0
AB019441.29,0.529105622414025,2.64374680181543,0.105104133910714,0.970287724933752,0.559887770744944
ABALON,0.470689914968315,0.215076811108941,0.561000908977763,0.268127243772482,0.166024523926102
ABAT,1.39590704386262,0.189019937595589,0.864332647038776,0.235643231942287,0.444936674710072
ABBA01000934.1,0.0,0.0244207142923816,0.0,0.0,0.0
ABC11-4932300O16.1,0.0,0.0,0.0,0.0,0.0
ABC12-47043100G14.2,0.0,0.0,0.0,0.0,0.0
ABC12-47964100C23.1,0.0,0.0,0.0,0.0,0.0
ABC12-49244600F4.4,0.0,0.0,0.0,0.0,0.0
ABC13-47488600E17.1,0.0358067161633668,0.0496980645421321,0.380535954664645,0.624860362593776,0.0947246714131355
ABC13-47656900H15.1,0.0346776193644871,0.0285220328599523,0.0,0.0,0.012231694503731
ABC14-1188822O7.1,0.0,0.0130763952568791,0.0084217625510565,0.0,0.0
ABC7-42391500H16.4,0.0,0.0,0.0,0.0,0.0
ABC7-42404400C24.1,0.0090051364075351,0.0333298999625664,0.0381615878173102,0.0745786982020636,0.0412924829835509
ABC7-42418200C9.1,0.0,0.0118738372944681,0.0038236316775177,0.0056933135268018,0.0
ABC7-481722F1.1,0.0,0.0,0.0,0.0,0.0
ABC7-481722F1.2,0.0,0.046404894732462,0.0,0.0,0.0
ABC8-43014700C16.1,0.0,0.0,0.0,0.0,0.0
ABCA1,0.306904569617862,3.21482889364045,8.50142797275648,4.67365411610331,4.73066442764056
ABCA10,0.019735230532635,0.182610576237499,0.181902055147984,0.252169421356773,0.398872574426546
ABCA11P,0.231867738080469,1.29828920004724,0.0755845642575111,0.112543952555618,0.478132115618962
ABCA12,0.0229011253626631,0.0152136692904747,0.0153972644771069,0.0145894182336662,0.0447386956997128
ABCA13,0.151316884749201,0.121238079018705,2.42677807875229,0.476371309088191,0.427907305755327
ABCA17P,0.0908348958710783,1.1455670149592,0.154375493796025,0.0298522234969362,0.19223892244075
ABCA2,3.48489393733039,1.96754093666462,18.9149978179673,5.80700623879627,4.67700309086643
ABCA3,6.98016693831882,5.54619956309435,6.14923021613802,0.49791397256835,0.879423412432844
ABCA4,0.0161809157543516,0.414232011191881,0.0401782050737822,0.0239298277367222,0.0406654250267316
ABCA5,0.738733264928583,1.8010304630023,1.68982812798181,0.829261100482486,1.45803787831353
ABCA6,0.011721759071924,0.0925540067082897,6.51970947260437,1.48389451966419,0.0694607427262967
ABCA7,2.72790088412182,1.71699774364349,1.24129150390988,2.37599794422558,1.93629025082637
ABCA8,0.0678665141050667,0.131054720052044,0.169982074793072,0.92686972044618,0.0437133758925476
ABCA9,0.0598956364666188,0.174661950870689,0.810503645533512,1.02000268850758,0.249679681548421
ABCA9-AS1,0.0,0.0,0.0132241388552543,0.0065634955608314,0.011740790376491
ABCB1,0.317121632820779,0.472313270637291,0.202036720104015,11.9621684914656,0.640910455033594
ABCB10,11.8131097479281,11.4151461611455,7.12268193198497,3.9747702510751,4.37574788327963
ABCB10P1,0.0,0.0,0.0060431262688691,0.0,0.0080479053704053
ABCB10P3,0.0,0.0,0.0,0.0,0.0
ABCB10P4,0.0,0.0,0.0,0.0179714759403717,0.0
ABCB11,0.0,0.0,0.0051174755940219,0.0076198220644092,0.0068151743788988
ABCB4,0.028774619217352,1.96617055984138,1.42986221951215,7.54459538633016,0.805718398027993
ABCB5,23.6492723068863,16.4985417154876,0.0569517484818127,0.057240034203945,7.90496876352904
ABCB6,0.226265081585064,1.16771832802568,1.1141643982051,0.693750762295294,1.14318756325793
ABCB7,9.85194668934914,6.05668248794506,5.42290618030878,3.27080862114765,5.42531249851851
ABCB8,1.92774158847552,10.0415748544676,3.402307275674,13.1252757265077,8.44534569461656
ABCB9,1.4427135068586,0.232499311197756,0.994627835947687,2.17791409955283,0.628619460365549
ABCC1,9.16197200304314,3.10953226694985,8.08898897244672,2.9612152506707,5.84851004499584
ABCC10,9.22848117014358,2.94954976397666,1.7626677127537,3.72685233215017,2.89465025237342
ABCC11,0.180870868150683,0.180777329044722,0.152812271216272,0.0189612093979574,0.0290724333132157
ABCC12,0.0,0.0027447101095782,0.014141693554081,0.0,0.0023541418472175
ABCC13,0.0,0.0,0.0049170148824486,0.0,0.0147334764517521
ABCC2,11.7538878266999,6.35741100852094,0.0634470076656138,0.201538913754926,0.89564973570083
ABCC3,0.0879925654666802,0.329936195073584,1.00899968554285,3.78453038294637,1.12464413080071
ABCC4,3.9522241120824,1.630569125653,5.37720760605796,2.27396286795736,2.08546558617999
ABCC5,5.68621825646619,8.86839274756088,5.21972245223147,7.58509696147971,5.49387611709031
ABCC5-AS1,0.0,0.0872689065117942,0.0281024699198369,0.0,0.0374253339293262
ABCC6,0.0153607922792377,0.0379023442357746,0.0331288675030648,0.0389433491074598,0.0928825591366795
ABCC6P1,0.0,0.0,0.0076829253234645,0.0,0.0409268006128919
ABCC6P2,0.0,0.0190014471467184,0.0244755030499601,0.0546653251445289,0.260761101026615
ABCC8,0.695019031956481,0.0030192621093266,2.37038819420771,0.0,0.0025896254961425
ABCC9,0.0528354051927641,0.89849559868096,0.476551698072441,2.26895453419488,1.63043454375598
ABCD1,17.5122523937906,4.12868722531808,1.59418613203652,7.77483495062311,12.630488776932
ABCD1P2,0.0,0.0,0.0,0.0,0.0
ABCD1P3,0.0,0.0,0.0,0.0,0.0
ABCD1P4,0.0,0.0,0.0,0.0,0.0
ABCD1P5,0.0,0.0,0.0,0.0,0.0
ABCD2,0.0106363970905288,0.121383242601729,0.0084514641823683,0.053482282679875,0.166014173638728
ABCD3,11.4031902203473,11.5455057166779,4.00187169967511,6.76782025905241,6.77447820727521
ABCD4,5.10354321892003,3.12254297822409,2.73851823365939,4.45805732009998,2.72624928232491
ABCE1,16.6960144808393,17.6978417191175,13.8721955370325,14.807130744292,17.3507611537757
ABCF1,71.0587330147428,16.3110178355387,12.9935618774546,14.9171435412411,23.9362605766269
ABCF2,13.0745591697291,27.4302379128075,13.0230118333214,40.6042064843819,20.9777410642833
ABCF2P1,0.0,0.0,0.0070594849450474,0.0315343091487186,0.0
ABCF2P2,0.0,0.0,0.0,0.0,0.0
ABCF3,10.1270480802878,13.7478444214329,9.67178857641133,10.8130784721405,9.32401846382834
ABCG1,0.36313017631091,1.98594147929217,1.45990517726672,1.60307561892549,2.34568370516494
ABCG2,0.287406507026628,3.12793686170971,0.280021867660388,0.437187290945478,0.901519785808714
ABCG4,0.0370314874306356,0.013053457870844,0.0693576665522748,0.0751070708731082,0.106361712850973
ABCG5,0.138228843855664,0.110024508478579,0.12754895218455,0.121336448849026,0.292541360214233
ABCG8,0.0,0.0,0.0395649032417366,0.0,0.0065862970404705
ABHD1,0.0322434452190318,0.0397799194801602,0.111019930303183,0.0720566910058445,0.0834027204066497
ABHD10,9.8283865144643,18.0800750883995,10.7761483711475,5.50223416506863,11.2310317635375
ABHD11,3.28270858540581,7.52781053815957,9.48342340423266,10.3054048823577,12.767532496899
ABHD11-AS1,3.68610250281771,1.32029410174295,1.53531146148069,3.69284844323121,0.377472722857075
ABHD12,46.3520133622038,38.4523624706073,25.3876598663824,38.3282683041571,18.3049502034313
ABHD12B,0.0223953122358412,0.0184199447137856,0.385555263504153,0.203137529126182,0.110591693330313
ABHD13,7.52930285490312,4.70401149756432,3.07403010463514,4.98893289497642,3.35726559136829
ABHD14A,2.09959034485559,2.10841751529388,2.20591389410286,2.38502192980236,1.41718943215642
ABHD14A-ACY1,0.0522604324596083,0.0042983739922318,0.0609034414267753,0.0370980183873079,0.0036867216158063
ABHD14B,20.8432129501309,8.85006376930735,10.7616990543478,9.35610615388074,7.44078625790078
ABHD15,4.77028048005237,3.72031089944078,3.05284203298433,4.64942895868037,3.78707495822991
ABHD15-AS1,0.0,0.0,0.0,0.0,0.0
ABHD16A,1.08639283974208,0.758859142995527,0.523647877376975,1.44599196446595,0.642421672322131
ABHD16B,0.0,0.0,0.0,0.0,0.0
ABHD17A,14.0800229092399,15.8042795591516,8.45679263848793,10.4086198440691,6.71906365698109
ABHD17AP1,0.0711145177392484,0.15353902469358,0.0706326816313156,0.0841365561710006,0.0752517968396742
ABHD17AP3,0.0145887961852944,0.0,0.0231839197755558,0.0517806114165854,0.0154375387975849
ABHD17AP4,0.0,0.0,0.231992226928994,0.0215894958491594,0.0
ABHD17AP5,0.0,0.022171786107276,0.142795865573169,0.0212620278731158,0.133117412015144
ABHD17AP6,0.0,0.039204135205011,0.0252491540084358,0.0563932520887525,0.0
ABHD17AP7,0.0,0.0,0.0,0.0,0.0
ABHD17AP8,0.0,0.0,0.0,0.0,0.0
ABHD17AP9,0.0,0.0,0.0,0.0,0.0
ABHD17B,4.97792010857031,5.24235735092191,4.73929777949217,3.78038711873097,6.35306110421313
ABHD17C,7.64660469567147,2.62930363851374,6.04313126731928,7.91595204754178,3.41661208124481
ABHD18,1.7632642537743,0.961591490677831,0.663977675907556,1.37866775342166,1.24119381609921
ABHD2,12.1812414898577,6.53995463079885,7.28502405874946,39.9971361826643,5.11219208308643
ABHD3,2.55308611280823,4.40133314333893,3.60745986690842,7.17390365462892,6.22337185906963
ABHD4,10.2214626159215,5.70694692504002,6.39249023749497,6.89521817431126,3.78219321240122
ABHD5,4.08934259376277,2.65161840326402,3.20360183497576,3.81113135679751,4.71460098806797
ABHD6,21.4911381642409,6.59723997592845,3.69438248614041,9.25195015934548,3.80002179247355
ABHD8,7.00276079551138,3.15765360848976,2.64793933313446,4.92841299023605,2.85128547466723
ABI1,16.7329653088435,19.9745347704063,9.50226590120888,19.243334931816,16.0502421955377
ABI2,2.38172368222438,1.76217471095215,6.96598088537686,6.12020149864222,1.52721862218052
ABI3,1.14815489196073,4.00792047049861,1.17525764981122,4.05921200214089,7.48267436834615
ABI3BP,0.0453291890945883,0.900380924822245,0.523456500190192,4.5656650856683,1.25032251969865
ABL1,18.2340495938858,7.5812776755197,15.6707450165894,13.230201984776,7.90924442338291
ABL2,17.4345391290774,11.1855013539305,5.3497694960793,7.139674125275,8.27907275591583
ABLIM1,0.381456155063143,1.0925764735171,1.14162191525732,2.56866664280585,1.33186189119924
ABLIM2,0.0712967420779752,0.108260187545793,0.418345381276487,0.622908171856851,0.214727002703124
ABLIM3,6.92655648851275,2.47840674808149,2.79654387758541,8.14057863328401,3.60038446370237
ABO,0.0469899752483844,0.070856199039085,0.0622287931652668,0.114277543892788,0.254143580167228
ABR,31.9991096593568,5.63478835530778,12.6239947792984,13.7704143640016,9.5789868909503
ABRA,0.0,0.0297126077343241,0.0047840502331773,0.0,0.0063711367015804
ABRACL,38.8699508922127,29.7418251319296,14.1026624798717,19.0688142612908,34.6661511853867
ABT1,32.1962116878869,15.225242969811,5.64923492980604,7.22040153396785,9.33870588354287
ABT1P1,0.0,0.0,0.0,0.0,0.0
ABTB1,2.22281152715044,3.08515950575599,6.11739903267516,3.3830448577816,4.92691222374142
ABTB2,7.89847341042137,0.909444489346568,12.9892351058053,4.26987523999407,1.6024183897518
AC000032.2,0.0,0.0,0.0,0.0,0.0
AC000035.3,0.0,0.0,0.0,0.0,0.0
AC000036.4,0.0,0.0,0.0,0.0,0.0172930853328611
AC000041.10,0.0,0.0,0.0,0.0,0.0
AC000041.8,0.0,0.0,0.0,0.0,0.0
AC000067.1,0.0577960322741452,0.285220328599523,0.229617742027936,0.0683792743097069,0.611584725186551
AC000068.10,0.0360596983971297,0.177952683278398,0.0286523008530511,0.127988163436212,0.0763151374471913
AC000068.5,0.0553706384543432,0.16590247773451,0.125703942702942,0.168453662891724,0.0167405642468803
AC000068.9,0.0,0.0,0.0,0.0,0.0
AC000077.2,0.0,0.0,0.0414902152961285,0.0,0.0
AC000078.5,0.0729653721232244,0.0900200523915649,0.0773023952633636,0.143877212073943,0.180157435909059
AC000081.2,0.0,0.0,0.0443773009845236,0.0,0.0
AC000089.3,0.0414168820541315,0.204390098147473,0.246817572891451,0.0980017564388808,0.153392473520572
AC000095.11,0.0,0.0,0.346142947679284,0.0,0.0354595588138465
AC000095.12,0.0,0.0799396819414678,0.892399786985654,0.0,0.045709587533474
AC000095.9,0.0,0.0,0.0,0.0,0.0
AC000099.1,0.0,0.0,0.0,0.0,0.0
AC000111.3,0.0,0.0,0.0,0.0,0.0
AC000111.4,0.0,0.0,0.0,0.0,0.0
AC000111.5,0.0,0.0,0.0,0.0,0.0
AC000111.6,0.0,0.0,0.0,0.0,0.0466821319490798
AC000120.7,0.0104389309393831,0.231820046813268,0.0829456160629547,0.432265456539337,0.0994161954157873
AC000123.2,0.170042316461641,0.769220593749135,0.551045657411041,5.18727236600099,0.691514853491334
AC000123.3,0.107944433379694,1.82005835500574,0.171540890139742,2.72449134603188,4.26437731158275
AC000123.4,0.0964387282713935,2.93483979592861,0.945081706432034,3.49900457146027,3.46967659788975
AC000124.1,0.017332770389425,0.0,0.0,0.0,0.0183411511106102
AC000362.1,0.0,0.0,0.0,0.0,0.0
AC000367.1,0.0,0.0231761705288967,0.0,0.0,0.019878235122145
AC000370.2,0.0,0.0,0.0,0.0,0.0
AC000374.1,0.0,0.0,0.0,0.0,0.0
AC000403.4,0.0555228828876307,0.137001228967469,0.110293375668649,0.295604461158114,0.264388844377717
AC001226.7,0.030774510691428,0.0759352822894833,0.0244527985016763,0.0,0.0325649009514917
AC002044.1,0.0,0.0,0.0,0.0202318059040061,0.054286025606765
AC002044.3,0.0,0.0378272801793267,0.0243623999859584,0.0,0.0
AC002044.4,0.0,0.38856756791802,0.0,0.0,0.444366623110228
AC002056.3,0.0,0.0538541015184625,0.0346843641905355,0.0516443466496997,0.0692861116296869
AC002056.5,0.0,0.0,0.0464086563112799,0.0,0.0
AC002059.10,0.0,0.514831662314862,0.138155748348045,0.205711234034443,0.478369519847174
AC002064.4,0.0,0.92055107785884,0.319240168674133,0.271624245354822,0.182205691482914
AC002064.5,0.0,0.0,0.0719239202859673,0.026773331141727,0.0
AC002064.7,0.0,0.236584492219835,0.0,0.113438449288358,0.0
AC002066.1,0.0410242240626868,0.202452351957287,0.0543283528128751,0.291217915155767,0.0434109190754839
AC002069.5,0.0,0.0,0.0,0.0,0.0
AC002069.6,0.0,0.0,0.0,0.0,0.0
AC002075.3,0.0,0.0,0.0,0.0,0.0
AC002075.4,0.197469776936663,0.0812085657818085,0.0523018190174742,0.0778763957416106,0.0696527048129127
AC002076.10,0.0,0.19416089731514,0.250095984675588,0.0,0.0333064167226831
AC002115.5,0.0,0.169595789312285,0.0,0.0,0.0
AC002115.9,0.0,0.0,0.02320432815564,0.0345507952938132,0.0
AC002116.7,0.20637587885138,0.0954800555692803,0.245973095970205,0.152603823692736,0.300275735212121
AC002116.8,0.0,0.0,0.0,0.0,0.0
AC002117.1,0.0,0.0588062028075165,0.170431789556942,0.0563932520887525,0.126095413885445
AC002127.2,0.0,0.0,0.0,0.0,0.0
AC002127.4,0.0,0.0,0.0,0.0,0.0
AC002128.5,0.0,0.0,0.0639808659825413,0.0,0.0568041476144143
AC002306.1,0.0,0.0,0.0281324618834653,0.0,0.0749305511754707
AC002310.10,0.0,0.11322024108999,0.0182296796575429,0.0,0.0242772913040858
AC002310.11,0.0,0.0135079594567761,0.0,0.0,0.0
AC002310.12,1.28014889876181,0.78408270410022,0.642049916214511,0.429662873057162,0.365076245915956
AC002310.13,0.0,0.0,0.0,0.0,0.0
AC002310.14,2.5055860149872,0.475574346016343,1.30173416221269,0.883617143839452,0.43339460772479
AC002310.17,0.0,0.395068698397987,0.152664769023979,0.151543256578269,0.0677701992774286
AC002310.7,0.0,0.032009215709618,0.0137435436834239,0.0102319352069269,0.01830290053478
AC002314.4,0.0,0.0,0.0,0.0,0.0
AC002331.1,0.0,0.208822026296079,0.0,0.0,1.43285564186563
AC002366.3,0.0,0.0,0.0,0.0,0.0
AC002368.4,0.0,0.0,0.135876890643335,0.0,0.0
AC002383.2,0.0,0.0,0.0,0.0,0.0
AC002386.1,0.0,0.0,0.0,0.0,0.0
AC002398.11,0.0,0.0200632927225645,0.0193824388123581,0.0192400507126332,0.0258124729600794
AC002398.12,0.0,0.0,0.0,0.0,0.0
AC002398.13,0.271925594470159,1.24608553396349,0.339533120179013,1.83839360439212,2.1375387444225
AC002398.9,0.0,0.0,0.0,0.018924640045213,0.0169262117771013
AC002400.1,0.0,0.169128583281122,0.0,0.0810944286234954,0.0483539438370634
AC002401.1,0.0,0.0,0.0,0.0,0.0
AC002429.4,0.0,0.0,0.0,0.0,0.0
AC002429.5,0.0041211083882434,0.0101687247587656,0.0032745486689201,0.019502958237899,0.0
AC002451.3,0.0159036061962413,0.529763261341731,0.631834055244655,0.263420828548804,0.286090304332232
AC002454.1,0.124343787576309,0.245451976935721,0.0790408299394513,0.441338494607629,0.131577823184813
AC002456.2,0.0,0.199330116009894,1.84007308725114,0.191151153183953,0.284942883325552
AC002463.3,0.0,0.0,0.0,0.0,0.0
AC002465.2,0.0,0.0,0.0,0.0562316668392146,0.0
AC002467.7,2.07343265783496,4.72099064734001,1.01797198965718,4.42755801155352,1.53405835234293
AC002472.11,0.0,0.0,0.0234104056703437,0.0,0.0
AC002480.2,0.0,0.0,0.0101697981422867,0.0,0.0
AC002480.3,0.0,0.0841470336225977,0.0596137509524829,0.0887637208041713,0.0938249428318676
AC002480.4,0.0297800022669294,0.110222039014447,0.0236625823921068,0.140932507913005,0.031512534313921
AC002480.5,0.0,0.0,0.0205617135606919,0.0,0.0
AC002486.2,0.0,0.0346856925034165,0.0,0.0332624605540439,1.99324791196817
AC002486.3,0.0424231745848585,0.0,0.0,0.0,0.0
AC002511.2,0.0,0.0,0.0,0.0,0.0390055146952311
AC002511.3,0.0,0.0,0.0,0.0,0.035104963225708
AC002519.6,0.113768595765979,0.0280720968134647,0.0,0.0,0.0963099128277312
AC002519.8,0.0,0.0219891388721516,0.0,0.0281158334196073,0.0125734108974599
AC002523.1,0.0,0.0,0.0,0.0,0.0
AC002539.1,0.0,0.0,0.0,0.0,0.0
AC002542.2,0.0,0.0,0.0,0.101683169569357,0.0909455005847358
AC002543.2,0.0,0.0942584581336447,0.0,0.0100434246299314,0.035931385082608
AC002550.5,0.0,0.0148401440007366,0.0,0.0,0.0127284130622582
AC002550.6,0.294701088423243,0.986869576048983,0.133807699415264,0.3984741467388,0.712791131486457
AC002551.1,0.0,0.0345685111098239,0.0,0.0,0.05929892436775
AC002553.4,0.0,0.0,0.0,0.0,0.0
AC002984.2,0.0,0.0456798182522673,0.0588395463946585,0.0,0.0
AC002985.3,0.0,0.0298752679956434,0.0,0.0,0.025624060748692
AC003002.4,0.0,0.0,0.0,0.0,0.0
AC003002.6,0.219338330746178,0.0676514333124488,0.0108926102416558,0.0162188857246991,0.029012366302238
AC003003.5,0.0,0.0,0.0,0.0494536372790068,0.0442313690370114
AC003005.2,3.42241294124566,0.554762130099824,0.0595484565921845,0.0,0.105737841041289
AC003005.4,0.027508227632968,0.0,0.0,0.0,0.0
AC003006.7,0.0199129186826887,0.0,0.0,0.0,0.0
AC003009.1,0.0,0.0,0.0,0.0,0.0
AC003045.1,0.0,0.0,0.0,0.0,0.0
AC003075.4,0.154830067791036,0.394773687546663,0.475695946956691,0.500696279279602,0.120147665053761
AC003080.4,0.0,0.0,0.0,0.0,0.0
AC003084.2,0.0,2.11702330107059,0.0,0.0,1.81577395995041
AC003088.1,0.0,0.0826850851596596,0.0,0.0,0.0354595588138465
AC003090.1,0.0223550690871694,0.124111204308047,0.182069539787245,0.112406495740249,0.112364269084982
AC003092.1,0.0,0.192336076851652,2.01912548680618,0.497999056979247,1.91361641643897
AC003092.2,0.0,0.0458846604865824,0.354620405176776,0.0440019097015379,0.511619419208749
AC003104.1,0.0332636255267641,0.177833730950003,0.0264305983804883,0.0787092983698632,0.0703976535274893
AC003664.1,0.0,0.0421949661381768,0.027175378128667,0.0,0.0
AC003682.16,0.035903595806666,0.0885911626710638,0.171169589511734,0.0,0.0379923844434069
AC003682.17,2.00795583706122,0.188489355314619,0.0173421820952678,0.0,0.0
AC003956.1,0.23296996155449,0.977240156767606,0.148090543734871,0.220503951987482,0.690266130842573
AC003958.2,0.0,0.0,0.0032407323315474,0.0,0.0043158302465832
AC003958.6,0.0,0.0,0.0,0.0,0.0
AC003973.1,0.0,0.0573236934930413,0.0,0.0,0.0
AC003973.3,0.511378146652421,4.43084524824827,0.0607160733881097,0.424208347037576,0.0373192380145727
AC003973.4,0.0,0.0146804580896813,0.0189096964023006,0.0,0.0
AC003973.5,0.0,0.0,0.0,0.0,0.0
AC003984.1,0.0,0.0,0.0,0.0,0.0
AC003985.1,0.0,0.0,0.0,0.0,0.0
AC003986.5,0.0,0.0,0.0259109929077395,0.0128603222325596,0.0230045630574758
AC003986.6,0.0,0.32293575779043,0.924375807766464,0.275275535619673,0.184654978978008
AC003986.7,0.0,0.709753476659506,0.361880215976397,0.0850788369662683,0.0
AC003988.1,0.0,0.0,0.0,0.0,0.0
AC003989.3,0.0,0.0,0.0,0.0,0.0
AC003989.4,0.0,0.0362204576584349,0.0,0.0,0.0
AC003991.3,0.0,0.0084599250008333,0.0136213914762335,0.0527331691710452,0.0108841349397606
AC004004.2,0.0,0.0,0.0,0.0,0.0
AC004006.2,0.0,0.0,0.0,0.0,0.0
AC004009.1,0.0,0.0,0.0,0.0,0.0
AC004009.2,0.0,0.0,0.0,0.0,0.0
AC004009.3,0.0,0.0,0.0,0.0,0.0
AC004012.1,0.0,0.0383231434026512,0.222135815602306,0.220503951987482,0.0
AC004014.3,0.0,0.0,0.0,0.0,0.0
AC004019.10,0.0,0.0,0.0116431611240314,0.0,0.0310114516128163
AC004019.13,0.0,0.0522055065740198,0.0336225979398048,0.0200253589049856,0.0089553477616602
AC004022.7,0.0,0.0,0.0,0.0,0.0
AC004022.8,0.0,0.0191975221172756,0.0123640322630427,0.0,0.0
AC004051.2,0.0,0.0104892663131808,0.0,0.0,0.0089966589507196
AC004053.1,0.0111775345435847,0.0,0.0177628819304629,0.0,0.0
AC004054.1,0.0,0.0,0.0,0.0,0.0
AC004057.1,1.6987159124431,4.02716212961354,0.608717556275664,1.97036663924557,2.78442981408728
AC004062.2,0.0,0.0317279977938229,0.0,0.0,0.0
AC004063.1,0.0,0.112237067149995,0.0,0.0,0.0320886318333711
AC004066.2,0.0,0.0,0.0,0.0,0.0
AC004066.3,0.115996232606152,0.0357772003094681,0.0,0.0,0.0
AC004067.5,0.0,0.204645585770157,0.131800583924035,0.448568039471677,0.576724395850917
AC004069.1,0.0,0.0,0.0118312911960534,0.0,0.0
AC004069.2,0.0,0.186380314909069,0.192059138687118,0.178732711538123,0.351689066924215
AC004070.1,0.0,0.0,0.0,0.0,0.0
AC004074.4,0.0,0.0,0.0,0.0,0.0
AC004076.5,0.224627070966171,1.31175172341389,0.111056766472253,0.0531518704610211,0.343337738439817
AC004076.7,0.0,0.196396915326447,0.0758928506280432,0.0376676616638884,0.0
AC004076.9,0.0645426508275474,0.139350107041936,0.0256421369502014,0.0,0.0170743984560837
AC004112.4,0.0234617556756431,0.202619391851641,0.484698045548078,0.111031692938534,0.19861365332791
AC004125.3,0.0,0.0,0.0,0.0,0.0
AC004129.7,0.0,0.356525410749403,0.0459235484055871,0.0,0.0
AC004129.9,0.0,0.0,0.0,0.0,0.0
AC004156.3,0.329850088381096,0.030829404304031,0.393138228637525,0.100518975401344,0.0475963647230148
AC004158.1,0.0,0.0545721562053753,0.0,0.104665875876725,0.0468066176342773
AC004158.3,0.0,0.0077915699893454,0.0150543214076568,0.0,0.0066828408958134
AC004159.1,0.0,0.0,0.0,0.0,0.0
AC004160.4,0.0,0.0,0.0468208113406874,0.244003485058972,0.0
AC004221.2,0.11792034072995,0.121235536593695,0.296707475658373,0.18601755191361,0.207967791621493
